Extract Name	Protocol Ref	Assay Name	Protocol Ref	Data Transformation Name
TgCkBr153 (DNA extract)	RFLP assay	TgCkBr153 (RFLP assay)	data transformation	TgCkBr153 (RFLPGenotype)
TgCkCh1 (DNA extract)	RFLP assay	TgCkCh1 (RFLP assay)	data transformation	TgCkCh1 (RFLPGenotype)
TgCkCo2 (DNA extract)	RFLP assay	TgCkCo2 (RFLP assay)	data transformation	TgCkCo2 (RFLPGenotype)
TgCkVe3 (DNA extract)	RFLP assay	TgCkVe3 (RFLP assay)	data transformation	TgCkVe3 (RFLPGenotype)
TgCkAr25 (DNA extract)	RFLP assay	TgCkAr25 (RFLP assay)	data transformation	TgCkAr25 (RFLPGenotype)
TgCkBr119 (DNA extract)	RFLP assay	TgCkBr119 (RFLP assay)	data transformation	TgCkBr119 (RFLPGenotype)
TgCkBr120 (DNA extract)	RFLP assay	TgCkBr120 (RFLP assay)	data transformation	TgCkBr120 (RFLPGenotype)
TgCkBr122 (DNA extract)	RFLP assay	TgCkBr122 (RFLP assay)	data transformation	TgCkBr122 (RFLPGenotype)
TgCkBr129 (DNA extract)	RFLP assay	TgCkBr129 (RFLP assay)	data transformation	TgCkBr129 (RFLPGenotype)
TgCkBr135 (DNA extract)	RFLP assay	TgCkBr135 (RFLP assay)	data transformation	TgCkBr135 (RFLPGenotype)
TgCkBr137 (DNA extract)	RFLP assay	TgCkBr137 (RFLP assay)	data transformation	TgCkBr137 (RFLPGenotype)
TgCkBr140 (DNA extract)	RFLP assay	TgCkBr140 (RFLP assay)	data transformation	TgCkBr140 (RFLPGenotype)
TgCkNi1 (DNA extract)	RFLP assay	TgCkNi1 (RFLP assay)	data transformation	TgCkNi1 (RFLPGenotype)
TgCkNi11 (DNA extract)	RFLP assay	TgCkNi11 (RFLP assay)	data transformation	TgCkNi11 (RFLPGenotype)
TgCkNi22 (DNA extract)	RFLP assay	TgCkNi22 (RFLP assay)	data transformation	TgCkNi22 (RFLPGenotype)
TgCkNi23 (DNA extract)	RFLP assay	TgCkNi23 (RFLP assay)	data transformation	TgCkNi23 (RFLPGenotype)
TgCkNi26 (DNA extract)	RFLP assay	TgCkNi26 (RFLP assay)	data transformation	TgCkNi26 (RFLPGenotype)
TgCkNi29 (DNA extract)	RFLP assay	TgCkNi29 (RFLP assay)	data transformation	TgCkNi29 (RFLPGenotype)
TgCkNi33 (DNA extract)	RFLP assay	TgCkNi33 (RFLP assay)	data transformation	TgCkNi33 (RFLPGenotype)
TgCkNi36 (DNA extract)	RFLP assay	TgCkNi36 (RFLP assay)	data transformation	TgCkNi36 (RFLPGenotype)
TgCkNi38 (DNA extract)	RFLP assay	TgCkNi38 (RFLP assay)	data transformation	TgCkNi38 (RFLPGenotype)
TgCkNi46 (DNA extract)	RFLP assay	TgCkNi46 (RFLP assay)	data transformation	TgCkNi46 (RFLPGenotype)
TgCkNi47y (DNA extract)	RFLP assay	TgCkNi47y (RFLP assay)	data transformation	TgCkNi47y (RFLPGenotype)
TgCkAr27 (DNA extract)	RFLP assay	TgCkAr27 (RFLP assay)	data transformation	TgCkAr27 (RFLPGenotype)
TgCkAr28 (DNA extract)	RFLP assay	TgCkAr28 (RFLP assay)	data transformation	TgCkAr28 (RFLPGenotype)
TgCkBr147 (DNA extract)	RFLP assay	TgCkBr147 (RFLP assay)	data transformation	TgCkBr147 (RFLPGenotype)
TgCkBr148 (DNA extract)	RFLP assay	TgCkBr148 (RFLP assay)	data transformation	TgCkBr148 (RFLPGenotype)
TgCkBr151 (DNA extract)	RFLP assay	TgCkBr151 (RFLP assay)	data transformation	TgCkBr151 (RFLPGenotype)
TgCkBr154 (DNA extract)	RFLP assay	TgCkBr154 (RFLP assay)	data transformation	TgCkBr154 (RFLPGenotype)
TgCkBr160 (DNA extract)	RFLP assay	TgCkBr160 (RFLP assay)	data transformation	TgCkBr160 (RFLPGenotype)
TgCkBr162 (DNA extract)	RFLP assay	TgCkBr162 (RFLP assay)	data transformation	TgCkBr162 (RFLPGenotype)
TgCkBr163 (DNA extract)	RFLP assay	TgCkBr163 (RFLP assay)	data transformation	TgCkBr163 (RFLPGenotype)
TgCkBr81 (DNA extract)	RFLP assay	TgCkBr81 (RFLP assay)	data transformation	TgCkBr81 (RFLPGenotype)
TgCkPe4 (DNA extract)	RFLP assay	TgCkPe4 (RFLP assay)	data transformation	TgCkPe4 (RFLPGenotype)
TgCkPe6 (DNA extract)	RFLP assay	TgCkPe6 (RFLP assay)	data transformation	TgCkPe6 (RFLPGenotype)
TgCkBr28 (DNA extract)	RFLP assay	TgCkBr28 (RFLP assay)	data transformation	TgCkBr28 (RFLPGenotype)
TgCkBr33 (DNA extract)	RFLP assay	TgCkBr33 (RFLP assay)	data transformation	TgCkBr33 (RFLPGenotype)
TgCkBr50 (DNA extract)	RFLP assay	TgCkBr50 (RFLP assay)	data transformation	TgCkBr50 (RFLPGenotype)
TgCkBr52 (DNA extract)	RFLP assay	TgCkBr52 (RFLP assay)	data transformation	TgCkBr52 (RFLPGenotype)
TgCkBr58 (DNA extract)	RFLP assay	TgCkBr58 (RFLP assay)	data transformation	TgCkBr58 (RFLPGenotype)
TgCkBr205 (DNA extract)	RFLP assay	TgCkBr205 (RFLP assay)	data transformation	TgCkBr205 (RFLPGenotype)
TgCkBr209 (DNA extract)	RFLP assay	TgCkBr209 (RFLP assay)	data transformation	TgCkBr209 (RFLPGenotype)
TgCkBr95 (DNA extract)	RFLP assay	TgCkBr95 (RFLP assay)	data transformation	TgCkBr95 (RFLPGenotype)
TgCkBr38 (DNA extract)	RFLP assay	TgCkBr38 (RFLP assay)	data transformation	TgCkBr38 (RFLPGenotype)
TgCkBr27 (DNA extract)	RFLP assay	TgCkBr27 (RFLP assay)	data transformation	TgCkBr27 (RFLPGenotype)
TgCkBr44 (DNA extract)	RFLP assay	TgCkBr44 (RFLP assay)	data transformation	TgCkBr44 (RFLPGenotype)
TgCkBr51 (DNA extract)	RFLP assay	TgCkBr51 (RFLP assay)	data transformation	TgCkBr51 (RFLPGenotype)
TgCkBr65 (DNA extract)	RFLP assay	TgCkBr65 (RFLP assay)	data transformation	TgCkBr65 (RFLPGenotype)
TgCkBr66 (DNA extract)	RFLP assay	TgCkBr66 (RFLP assay)	data transformation	TgCkBr66 (RFLPGenotype)
TgCkBr78 (DNA extract)	RFLP assay	TgCkBr78 (RFLP assay)	data transformation	TgCkBr78 (RFLPGenotype)
TgCkBr80 (DNA extract)	RFLP assay	TgCkBr80 (RFLP assay)	data transformation	TgCkBr80 (RFLPGenotype)
TgCkNi4 (DNA extract)	RFLP assay	TgCkNi4 (RFLP assay)	data transformation	TgCkNi4 (RFLPGenotype)
TgCkNi6 (DNA extract)	RFLP assay	TgCkNi6 (RFLP assay)	data transformation	TgCkNi6 (RFLPGenotype)
TgCkNi10 (DNA extract)	RFLP assay	TgCkNi10 (RFLP assay)	data transformation	TgCkNi10 (RFLPGenotype)
TgCkNi17 (DNA extract)	RFLP assay	TgCkNi17 (RFLP assay)	data transformation	TgCkNi17 (RFLPGenotype)
TgCkNi21 (DNA extract)	RFLP assay	TgCkNi21 (RFLP assay)	data transformation	TgCkNi21 (RFLPGenotype)
TgCkNi34 (DNA extract)	RFLP assay	TgCkNi34 (RFLP assay)	data transformation	TgCkNi34 (RFLPGenotype)
TgCkNi37 (DNA extract)	RFLP assay	TgCkNi37 (RFLP assay)	data transformation	TgCkNi37 (RFLPGenotype)
TgCkCr2 (DNA extract)	RFLP assay	TgCkCr2 (RFLP assay)	data transformation	TgCkCr2 (RFLPGenotype)
TgCkCr28 (DNA extract)	RFLP assay	TgCkCr28 (RFLP assay)	data transformation	TgCkCr28 (RFLPGenotype)
TgCkCr29 (DNA extract)	RFLP assay	TgCkCr29 (RFLP assay)	data transformation	TgCkCr29 (RFLPGenotype)
TgCkCr30 (DNA extract)	RFLP assay	TgCkCr30 (RFLP assay)	data transformation	TgCkCr30 (RFLPGenotype)
TgCkCr31 (DNA extract)	RFLP assay	TgCkCr31 (RFLP assay)	data transformation	TgCkCr31 (RFLPGenotype)
TgCkCr32 (DNA extract)	RFLP assay	TgCkCr32 (RFLP assay)	data transformation	TgCkCr32 (RFLPGenotype)
TgCkBr110 (DNA extract)	RFLP assay	TgCkBr110 (RFLP assay)	data transformation	TgCkBr110 (RFLPGenotype)
TgCkGy8 (DNA extract)	RFLP assay	TgCkGy8 (RFLP assay)	data transformation	TgCkGy8 (RFLPGenotype)
TgCkGy10 (DNA extract)	RFLP assay	TgCkGy10 (RFLP assay)	data transformation	TgCkGy10 (RFLPGenotype)
TgCkGy14 (DNA extract)	RFLP assay	TgCkGy14 (RFLP assay)	data transformation	TgCkGy14 (RFLPGenotype)
TgCkGy15 (DNA extract)	RFLP assay	TgCkGy15 (RFLP assay)	data transformation	TgCkGy15 (RFLPGenotype)
TgCkGy35 (DNA extract)	RFLP assay	TgCkGy35 (RFLP assay)	data transformation	TgCkGy35 (RFLPGenotype)
TgCkBr149 (DNA extract)	RFLP assay	TgCkBr149 (RFLP assay)	data transformation	TgCkBr149 (RFLPGenotype)
TgCkBr150 (DNA extract)	RFLP assay	TgCkBr150 (RFLP assay)	data transformation	TgCkBr150 (RFLPGenotype)
TgCkBr152 (DNA extract)	RFLP assay	TgCkBr152 (RFLP assay)	data transformation	TgCkBr152 (RFLPGenotype)
TgCkBr157 (DNA extract)	RFLP assay	TgCkBr157 (RFLP assay)	data transformation	TgCkBr157 (RFLPGenotype)
TgCkNi7 (DNA extract)	RFLP assay	TgCkNi7 (RFLP assay)	data transformation	TgCkNi7 (RFLPGenotype)
TgCkNi9 (DNA extract)	RFLP assay	TgCkNi9 (RFLP assay)	data transformation	TgCkNi9 (RFLPGenotype)
TgCkNi40 (DNA extract)	RFLP assay	TgCkNi40 (RFLP assay)	data transformation	TgCkNi40 (RFLPGenotype)
TgCkNi41 (DNA extract)	RFLP assay	TgCkNi41 (RFLP assay)	data transformation	TgCkNi41 (RFLPGenotype)
TgCkNi43 (DNA extract)	RFLP assay	TgCkNi43 (RFLP assay)	data transformation	TgCkNi43 (RFLPGenotype)
TgCkBr115 (DNA extract)	RFLP assay	TgCkBr115 (RFLP assay)	data transformation	TgCkBr115 (RFLPGenotype)
TgCkBr142 (DNA extract)	RFLP assay	TgCkBr142 (RFLP assay)	data transformation	TgCkBr142 (RFLPGenotype)
TgCkBr145 (DNA extract)	RFLP assay	TgCkBr145 (RFLP assay)	data transformation	TgCkBr145 (RFLPGenotype)
TgCkCo5 (DNA extract)	RFLP assay	TgCkCo5 (RFLP assay)	data transformation	TgCkCo5 (RFLPGenotype)
TgCkBr114 (DNA extract)	RFLP assay	TgCkBr114 (RFLP assay)	data transformation	TgCkBr114 (RFLPGenotype)
TgCkCo20 (DNA extract)	RFLP assay	TgCkCo20 (RFLP assay)	data transformation	TgCkCo20 (RFLPGenotype)
TgCkBr113 (DNA extract)	RFLP assay	TgCkBr113 (RFLP assay)	data transformation	TgCkBr113 (RFLPGenotype)
TgCkGy7 (DNA extract)	RFLP assay	TgCkGy7 (RFLP assay)	data transformation	TgCkGy7 (RFLPGenotype)
TgCkGy11 (DNA extract)	RFLP assay	TgCkGy11 (RFLP assay)	data transformation	TgCkGy11 (RFLPGenotype)
TgCkGy13 (DNA extract)	RFLP assay	TgCkGy13 (RFLP assay)	data transformation	TgCkGy13 (RFLPGenotype)
TgCkGy31 (DNA extract)	RFLP assay	TgCkGy31 (RFLP assay)	data transformation	TgCkGy31 (RFLPGenotype)
TgCkGy1 (DNA extract)	RFLP assay	TgCkGy1 (RFLP assay)	data transformation	TgCkGy1 (RFLPGenotype)
TgCkGy4 (DNA extract)	RFLP assay	TgCkGy4 (RFLP assay)	data transformation	TgCkGy4 (RFLPGenotype)
TgCkGy29 (DNA extract)	RFLP assay	TgCkGy29 (RFLP assay)	data transformation	TgCkGy29 (RFLPGenotype)
TgCkGy30 (DNA extract)	RFLP assay	TgCkGy30 (RFLP assay)	data transformation	TgCkGy30 (RFLPGenotype)
TgCkGy33 (DNA extract)	RFLP assay	TgCkGy33 (RFLP assay)	data transformation	TgCkGy33 (RFLPGenotype)
TgCkBr41 (DNA extract)	RFLP assay	TgCkBr41 (RFLP assay)	data transformation	TgCkBr41 (RFLPGenotype)
TgCkBr42 (DNA extract)	RFLP assay	TgCkBr42 (RFLP assay)	data transformation	TgCkBr42 (RFLPGenotype)
TgCkBr49 (DNA extract)	RFLP assay	TgCkBr49 (RFLP assay)	data transformation	TgCkBr49 (RFLPGenotype)
TgCkBr60 (DNA extract)	RFLP assay	TgCkBr60 (RFLP assay)	data transformation	TgCkBr60 (RFLPGenotype)
TgCkBr62 (DNA extract)	RFLP assay	TgCkBr62 (RFLP assay)	data transformation	TgCkBr62 (RFLPGenotype)
TgCkCr3 (DNA extract)	RFLP assay	TgCkCr3 (RFLP assay)	data transformation	TgCkCr3 (RFLPGenotype)
TgCkCr4 (DNA extract)	RFLP assay	TgCkCr4 (RFLP assay)	data transformation	TgCkCr4 (RFLPGenotype)
TgCkCr5 (DNA extract)	RFLP assay	TgCkCr5 (RFLP assay)	data transformation	TgCkCr5 (RFLPGenotype)
TgCkCr6 (DNA extract)	RFLP assay	TgCkCr6 (RFLP assay)	data transformation	TgCkCr6 (RFLPGenotype)
TgCkBr59 (DNA extract)	RFLP assay	TgCkBr59 (RFLP assay)	data transformation	TgCkBr59 (RFLPGenotype)
TgCkBr30 (DNA extract)	RFLP assay	TgCkBr30 (RFLP assay)	data transformation	TgCkBr30 (RFLPGenotype)
TgCkBr34 (DNA extract)	RFLP assay	TgCkBr34 (RFLP assay)	data transformation	TgCkBr34 (RFLPGenotype)
TgCkBr67 (DNA extract)	RFLP assay	TgCkBr67 (RFLP assay)	data transformation	TgCkBr67 (RFLPGenotype)
TgCkBr36 (DNA extract)	RFLP assay	TgCkBr36 (RFLP assay)	data transformation	TgCkBr36 (RFLPGenotype)
TgCkBr32 (DNA extract)	RFLP assay	TgCkBr32 (RFLP assay)	data transformation	TgCkBr32 (RFLPGenotype)
TgCkBr84 (DNA extract)	RFLP assay	TgCkBr84 (RFLP assay)	data transformation	TgCkBr84 (RFLPGenotype)
TgCkBr85 (DNA extract)	RFLP assay	TgCkBr85 (RFLP assay)	data transformation	TgCkBr85 (RFLPGenotype)
TgCkCo6 (DNA extract)	RFLP assay	TgCkCo6 (RFLP assay)	data transformation	TgCkCo6 (RFLPGenotype)
TgCkCo10 (DNA extract)	RFLP assay	TgCkCo10 (RFLP assay)	data transformation	TgCkCo10 (RFLPGenotype)
TgCkCo12 (DNA extract)	RFLP assay	TgCkCo12 (RFLP assay)	data transformation	TgCkCo12 (RFLPGenotype)
TgCkCo13 (DNA extract)	RFLP assay	TgCkCo13 (RFLP assay)	data transformation	TgCkCo13 (RFLPGenotype)
TgCkCo21 (DNA extract)	RFLP assay	TgCkCo21 (RFLP assay)	data transformation	TgCkCo21 (RFLPGenotype)
TgCkCo23 (DNA extract)	RFLP assay	TgCkCo23 (RFLP assay)	data transformation	TgCkCo23 (RFLPGenotype)
TgCkCo24 (DNA extract)	RFLP assay	TgCkCo24 (RFLP assay)	data transformation	TgCkCo24 (RFLPGenotype)
TgCkCo8 (DNA extract)	RFLP assay	TgCkCo8 (RFLP assay)	data transformation	TgCkCo8 (RFLPGenotype)
TgCkCo15 (DNA extract)	RFLP assay	TgCkCo15 (RFLP assay)	data transformation	TgCkCo15 (RFLPGenotype)
TgCkBr75 (DNA extract)	RFLP assay	TgCkBr75 (RFLP assay)	data transformation	TgCkBr75 (RFLPGenotype)
TgCkBr76 (DNA extract)	RFLP assay	TgCkBr76 (RFLP assay)	data transformation	TgCkBr76 (RFLPGenotype)
TgCkBr92 (DNA extract)	RFLP assay	TgCkBr92 (RFLP assay)	data transformation	TgCkBr92 (RFLPGenotype)
TgCkBr136 (DNA extract)	RFLP assay	TgCkBr136 (RFLP assay)	data transformation	TgCkBr136 (RFLPGenotype)
TgCkBr138 (DNA extract)	RFLP assay	TgCkBr138 (RFLP assay)	data transformation	TgCkBr138 (RFLPGenotype)
TgCkBr139 (DNA extract)	RFLP assay	TgCkBr139 (RFLP assay)	data transformation	TgCkBr139 (RFLPGenotype)
TgCkCr7 (DNA extract)	RFLP assay	TgCkCr7 (RFLP assay)	data transformation	TgCkCr7 (RFLPGenotype)
TgCkCr9 (DNA extract)	RFLP assay	TgCkCr9 (RFLP assay)	data transformation	TgCkCr9 (RFLPGenotype)
TgCkCr10 (DNA extract)	RFLP assay	TgCkCr10 (RFLP assay)	data transformation	TgCkCr10 (RFLPGenotype)
TgCkBr126 (DNA extract)	RFLP assay	TgCkBr126 (RFLP assay)	data transformation	TgCkBr126 (RFLPGenotype)
TgCkBr127 (DNA extract)	RFLP assay	TgCkBr127 (RFLP assay)	data transformation	TgCkBr127 (RFLPGenotype)
TgCkBr117 (DNA extract)	RFLP assay	TgCkBr117 (RFLP assay)	data transformation	TgCkBr117 (RFLPGenotype)
TgCkBr99 (DNA extract)	RFLP assay	TgCkBr99 (RFLP assay)	data transformation	TgCkBr99 (RFLPGenotype)
TgCkBr100 (DNA extract)	RFLP assay	TgCkBr100 (RFLP assay)	data transformation	TgCkBr100 (RFLPGenotype)
TgCkAr7 (DNA extract)	RFLP assay	TgCkAr7 (RFLP assay)	data transformation	TgCkAr7 (RFLPGenotype)
TgCkBr181 (DNA extract)	RFLP assay	TgCkBr181 (RFLP assay)	data transformation	TgCkBr181 (RFLPGenotype)
TgCkGy21 (DNA extract)	RFLP assay	TgCkGy21 (RFLP assay)	data transformation	TgCkGy21 (RFLPGenotype)
TgCkGy22 (DNA extract)	RFLP assay	TgCkGy22 (RFLP assay)	data transformation	TgCkGy22 (RFLPGenotype)
TgCkVe_4 (DNA extract)	RFLP assay	TgCkVe_4 (RFLP assay)	data transformation	TgCkVe_4 (RFLPGenotype)
TgCkVe_5 (DNA extract)	RFLP assay	TgCkVe_5 (RFLP assay)	data transformation	TgCkVe_5 (RFLPGenotype)
TgCkVe_10 (DNA extract)	RFLP assay	TgCkVe_10 (RFLP assay)	data transformation	TgCkVe_10 (RFLPGenotype)
TgCkNi16 (DNA extract)	RFLP assay	TgCkNi16 (RFLP assay)	data transformation	TgCkNi16 (RFLPGenotype)
TgCkNi45 (DNA extract)	RFLP assay	TgCkNi45 (RFLP assay)	data transformation	TgCkNi45 (RFLPGenotype)
TgCkNi7x (DNA extract)	RFLP assay	TgCkNi7x (RFLP assay)	data transformation	TgCkNi7x (RFLPGenotype)
TgCkBr46 (DNA extract)	RFLP assay	TgCkBr46 (RFLP assay)	data transformation	TgCkBr46 (RFLPGenotype)
TgCkNi12 (DNA extract)	RFLP assay	TgCkNi12 (RFLP assay)	data transformation	TgCkNi12 (RFLPGenotype)
TgCkNi32 (DNA extract)	RFLP assay	TgCkNi32 (RFLP assay)	data transformation	TgCkNi32 (RFLPGenotype)
TgCkBr96 (DNA extract)	RFLP assay	TgCkBr96 (RFLP assay)	data transformation	TgCkBr96 (RFLPGenotype)
TgCkBr171 (DNA extract)	RFLP assay	TgCkBr171 (RFLP assay)	data transformation	TgCkBr171 (RFLPGenotype)
TgCkBr172 (DNA extract)	RFLP assay	TgCkBr172 (RFLP assay)	data transformation	TgCkBr172 (RFLPGenotype)
TgCkBr40 (DNA extract)	RFLP assay	TgCkBr40 (RFLP assay)	data transformation	TgCkBr40 (RFLPGenotype)
TgCkBr47 (DNA extract)	RFLP assay	TgCkBr47 (RFLP assay)	data transformation	TgCkBr47 (RFLPGenotype)
TgCkBr13 (DNA extract)	RFLP assay	TgCkBr13 (RFLP assay)	data transformation	TgCkBr13 (RFLPGenotype)
TgCkBr23 (DNA extract)	RFLP assay	TgCkBr23 (RFLP assay)	data transformation	TgCkBr23 (RFLPGenotype)
TgCkBr19 (DNA extract)	RFLP assay	TgCkBr19 (RFLP assay)	data transformation	TgCkBr19 (RFLPGenotype)
TgCkBr24 (DNA extract)	RFLP assay	TgCkBr24 (RFLP assay)	data transformation	TgCkBr24 (RFLPGenotype)
TgCkBr89 (DNA extract)	RFLP assay	TgCkBr89 (RFLP assay)	data transformation	TgCkBr89 (RFLPGenotype)
TgCkGy17 (DNA extract)	RFLP assay	TgCkGy17 (RFLP assay)	data transformation	TgCkGy17 (RFLPGenotype)
TgCkGy18 (DNA extract)	RFLP assay	TgCkGy18 (RFLP assay)	data transformation	TgCkGy18 (RFLPGenotype)
TgCkBr93 (DNA extract)	RFLP assay	TgCkBr93 (RFLP assay)	data transformation	TgCkBr93 (RFLPGenotype)
TgCkBr94 (DNA extract)	RFLP assay	TgCkBr94 (RFLP assay)	data transformation	TgCkBr94 (RFLPGenotype)
TgCkBr107 (DNA extract)	RFLP assay	TgCkBr107 (RFLP assay)	data transformation	TgCkBr107 (RFLPGenotype)
TgCkBr108 (DNA extract)	RFLP assay	TgCkBr108 (RFLP assay)	data transformation	TgCkBr108 (RFLPGenotype)
TgCkBr26 (DNA extract)	RFLP assay	TgCkBr26 (RFLP assay)	data transformation	TgCkBr26 (RFLPGenotype)
TgCkBr69 (DNA extract)	RFLP assay	TgCkBr69 (RFLP assay)	data transformation	TgCkBr69 (RFLPGenotype)
TgCkBr48 (DNA extract)	RFLP assay	TgCkBr48 (RFLP assay)	data transformation	TgCkBr48 (RFLPGenotype)
TgCkBr88 (DNA extract)	RFLP assay	TgCkBr88 (RFLP assay)	data transformation	TgCkBr88 (RFLPGenotype)
TgCkBr155 (DNA extract)	RFLP assay	TgCkBr155 (RFLP assay)	data transformation	TgCkBr155 (RFLPGenotype)
TgCkBr159 (DNA extract)	RFLP assay	TgCkBr159 (RFLP assay)	data transformation	TgCkBr159 (RFLPGenotype)
TgCkBr141 (DNA extract)	RFLP assay	TgCkBr141 (RFLP assay)	data transformation	TgCkBr141 (RFLPGenotype)
TgCkBr169 (DNA extract)	RFLP assay	TgCkBr169 (RFLP assay)	data transformation	TgCkBr169 (RFLPGenotype)
TgCkBr173 (DNA extract)	RFLP assay	TgCkBr173 (RFLP assay)	data transformation	TgCkBr173 (RFLPGenotype)
TgCkBr54 (DNA extract)	RFLP assay	TgCkBr54 (RFLP assay)	data transformation	TgCkBr54 (RFLPGenotype)
TgCkBr156 (DNA extract)	RFLP assay	TgCkBr156 (RFLP assay)	data transformation	TgCkBr156 (RFLPGenotype)
TgCkBr186 (DNA extract)	RFLP assay	TgCkBr186 (RFLP assay)	data transformation	TgCkBr186 (RFLPGenotype)
TgCkCr1 (DNA extract)	RFLP assay	TgCkCr1 (RFLP assay)	data transformation	TgCkCr1 (RFLPGenotype)
TgCkBr61 (DNA extract)	RFLP assay	TgCkBr61 (RFLP assay)	data transformation	TgCkBr61 (RFLPGenotype)
TgCkBr16 (DNA extract)	RFLP assay	TgCkBr16 (RFLP assay)	data transformation	TgCkBr16 (RFLPGenotype)
TgCkBr109 (DNA extract)	RFLP assay	TgCkBr109 (RFLP assay)	data transformation	TgCkBr109 (RFLPGenotype)
TgCkNi35 (DNA extract)	RFLP assay	TgCkNi35 (RFLP assay)	data transformation	TgCkNi35 (RFLPGenotype)
TgCkBr143 (DNA extract)	RFLP assay	TgCkBr143 (RFLP assay)	data transformation	TgCkBr143 (RFLPGenotype)
TgCkBr37 (DNA extract)	RFLP assay	TgCkBr37 (RFLP assay)	data transformation	TgCkBr37 (RFLPGenotype)
TgCkBr177 (DNA extract)	RFLP assay	TgCkBr177 (RFLP assay)	data transformation	TgCkBr177 (RFLPGenotype)
TgCkBr166 (DNA extract)	RFLP assay	TgCkBr166 (RFLP assay)	data transformation	TgCkBr166 (RFLPGenotype)
TgCkBr130 (DNA extract)	RFLP assay	TgCkBr130 (RFLP assay)	data transformation	TgCkBr130 (RFLPGenotype)
TgCkPe3 (DNA extract)	RFLP assay	TgCkPe3 (RFLP assay)	data transformation	TgCkPe3 (RFLPGenotype)
TgCkVe11 (DNA extract)	RFLP assay	TgCkVe11 (RFLP assay)	data transformation	TgCkVe11 (RFLPGenotype)
TgCkGy34 (DNA extract)	RFLP assay	TgCkGy34 (RFLP assay)	data transformation	TgCkGy34 (RFLPGenotype)
TgCkBr8 (DNA extract)	RFLP assay	TgCkBr8 (RFLP assay)	data transformation	TgCkBr8 (RFLPGenotype)
TgCkBr168 (DNA extract)	RFLP assay	TgCkBr168 (RFLP assay)	data transformation	TgCkBr168 (RFLPGenotype)
TgCkBr178 (DNA extract)	RFLP assay	TgCkBr178 (RFLP assay)	data transformation	TgCkBr178 (RFLPGenotype)
TgCkBr45 (DNA extract)	RFLP assay	TgCkBr45 (RFLP assay)	data transformation	TgCkBr45 (RFLPGenotype)
TgCkBr74 (DNA extract)	RFLP assay	TgCkBr74 (RFLP assay)	data transformation	TgCkBr74 (RFLPGenotype)
TgCkNi27 (DNA extract)	RFLP assay	TgCkNi27 (RFLP assay)	data transformation	TgCkNi27 (RFLPGenotype)
TgCkBr222 (DNA extract)	RFLP assay	TgCkBr222 (RFLP assay)	data transformation	TgCkBr222 (RFLPGenotype)
TgCkBr210 (DNA extract)	RFLP assay	TgCkBr210 (RFLP assay)	data transformation	TgCkBr210 (RFLPGenotype)
TgCkBr211 (DNA extract)	RFLP assay	TgCkBr211 (RFLP assay)	data transformation	TgCkBr211 (RFLPGenotype)
TgCkBr212 (DNA extract)	RFLP assay	TgCkBr212 (RFLP assay)	data transformation	TgCkBr212 (RFLPGenotype)
TgCkBr213 (DNA extract)	RFLP assay	TgCkBr213 (RFLP assay)	data transformation	TgCkBr213 (RFLPGenotype)
TgCkBr214 (DNA extract)	RFLP assay	TgCkBr214 (RFLP assay)	data transformation	TgCkBr214 (RFLPGenotype)
TgCkBr215 (DNA extract)	RFLP assay	TgCkBr215 (RFLP assay)	data transformation	TgCkBr215 (RFLPGenotype)
TgCkBr216 (DNA extract)	RFLP assay	TgCkBr216 (RFLP assay)	data transformation	TgCkBr216 (RFLPGenotype)
TgCkBr217 (DNA extract)	RFLP assay	TgCkBr217 (RFLP assay)	data transformation	TgCkBr217 (RFLPGenotype)
TgCkBr218 (DNA extract)	RFLP assay	TgCkBr218 (RFLP assay)	data transformation	TgCkBr218 (RFLPGenotype)
TgCkBr219 (DNA extract)	RFLP assay	TgCkBr219 (RFLP assay)	data transformation	TgCkBr219 (RFLPGenotype)
TgCkBr223 (DNA extract)	RFLP assay	TgCkBr223 (RFLP assay)	data transformation	TgCkBr223 (RFLPGenotype)
TgCkBr224 (DNA extract)	RFLP assay	TgCkBr224 (RFLP assay)	data transformation	TgCkBr224 (RFLPGenotype)
TgCkBr227 (DNA extract)	RFLP assay	TgCkBr227 (RFLP assay)	data transformation	TgCkBr227 (RFLPGenotype)
TgCkBr229 (DNA extract)	RFLP assay	TgCkBr229 (RFLP assay)	data transformation	TgCkBr229 (RFLPGenotype)
TgCkBr233 (DNA extract)	RFLP assay	TgCkBr233 (RFLP assay)	data transformation	TgCkBr233 (RFLPGenotype)
TgCkBr232 (DNA extract)	RFLP assay	TgCkBr232 (RFLP assay)	data transformation	TgCkBr232 (RFLPGenotype)
TgCkBr202 (DNA extract)	RFLP assay	TgCkBr202 (RFLP assay)	data transformation	TgCkBr202 (RFLPGenotype)
TgCkBr204 (DNA extract)	RFLP assay	TgCkBr204 (RFLP assay)	data transformation	TgCkBr204 (RFLPGenotype)
TgCkBr206 (DNA extract)	RFLP assay	TgCkBr206 (RFLP assay)	data transformation	TgCkBr206 (RFLPGenotype)
TgCkBr200 (DNA extract)	RFLP assay	TgCkBr200 (RFLP assay)	data transformation	TgCkBr200 (RFLPGenotype)
TgCkBr199 (DNA extract)	RFLP assay	TgCkBr199 (RFLP assay)	data transformation	TgCkBr199 (RFLPGenotype)
TgCkBr220 (DNA extract)	RFLP assay	TgCkBr220 (RFLP assay)	data transformation	TgCkBr220 (RFLPGenotype)
