sample_name	description			host_age	role	altitude	body_habitat	body_product	body_site	collection_timestamp	colony_tetracycline	country	depth	elevation	env_biome	env_feature	env_matter	host_common_name	host_subject_id	host_taxid	larval_tetracycline	latitude	longitude	sex
1064.G.CV27	"Sample 1064.G.CV27 : Whole intestine tissue, with food content."			7 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	01/01/2050	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV27	7460	FALSE	18.22	-65.99	female
1064.G.CV281	"Sample 1064.G.CV281 : Whole intestine tissue, with food content."			8 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	06/13/2008	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV281	7460	FALSE	18.22	-65.99	female
1064.G.CV282	"Sample 1064.G.CV282 : Whole intestine tissue, with food content."			8 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	06/13/2008	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV282	7460	FALSE	18.22	-65.99	female
1064.G.CV283	"Sample 1064.G.CV283 : Whole intestine tissue, with food content."			8 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	06/13/2008	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV283	7460	FALSE	18.22	-65.99	female
1064.G.CV284	"Sample 1064.G.CV284 : Whole intestine tissue, with food content."			8 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	06/13/2008	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV284	7460	FALSE	18.22	-65.99	female
1064.G.CV285	"Sample 1064.G.CV285 : Whole intestine tissue, with food content."			8 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	06/13/2008	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV285	7460	FALSE	18.22	-65.99	female
1064.G.CV286	"Sample 1064.G.CV286 : Whole intestine tissue, with food content."			8 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	06/13/2008	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV286	7460	FALSE	18.22	-65.99	female
1064.G.CV287	"Sample 1064.G.CV287 : Whole intestine tissue, with food content."			9 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/16/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV287	7460	FALSE	18.22	-65.99	female
1064.G.CV288	"Sample 1064.G.CV288 : Whole intestine tissue, with food content."			9 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/16/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV288	7460	FALSE	18.22	-65.99	female
1064.G.CV289	"Sample 1064.G.CV289 : Whole intestine tissue, with food content."			9 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/16/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV289	7460	FALSE	18.22	-65.99	female
1064.G.CV290	"Sample 1064.G.CV290 : Whole intestine tissue, with food content."			9 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/16/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV290	7460	FALSE	18.22	-65.99	female
1064.G.CV291	"Sample 1064.G.CV291 : Whole intestine tissue, with food content."			9 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/16/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV291	7460	FALSE	18.22	-65.99	female
1064.G.CV292	"Sample 1064.G.CV292 : Whole intestine tissue, with food content."			9 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/16/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV292	7460	FALSE	18.22	-65.99	female
1064.G.CV293	"Sample 1064.G.CV293 : Whole intestine tissue, with food content."			13 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	06/13/2008	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV293	7460	FALSE	18.22	-65.99	female
1064.G.CV294	"Sample 1064.G.CV294 : Whole intestine tissue, with food content."			13 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	06/13/2008	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV294	7460	FALSE	18.22	-65.99	female
1064.G.CV295	"Sample 1064.G.CV295 : Whole intestine tissue, with food content."			13 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	10/25/2008	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV295	7460	FALSE	18.22	-65.99	female
1064.G.CV296	"Sample 1064.G.CV296 : Whole intestine tissue, with food content."			13 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	10/23/2008	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV296	7460	FALSE	18.22	-65.99	female
1064.G.CV297	"Sample 1064.G.CV297 : Whole intestine tissue, with food content."			13 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	10/24/2008	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV297	7460	FALSE	18.22	-65.99	female
1064.G.CV298	"Sample 1064.G.CV298 : Whole intestine tissue, with food content."			13 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	10/23/2008	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV298	7460	FALSE	18.22	-65.99	female
1064.G.CV299	"Sample 1064.G.CV299 : Whole intestine tissue, with food content."			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/16/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV299	7460	FALSE	18.22	-65.99	female
1064.G.CV300	"Sample 1064.G.CV300 : Whole intestine tissue, with food content."			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/16/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV300	7460	FALSE	18.22	-65.99	female
1064.G.CV301	"Sample 1064.G.CV301 : Whole intestine tissue, with food content."			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/11/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV301	7460	FALSE	18.22	-65.99	female
1064.G.CV302	"Sample 1064.G.CV302 : Whole intestine tissue, with food content."			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/11/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV302	7460	FALSE	18.22	-65.99	female
1064.G.CV303	"Sample 1064.G.CV303 : Whole intestine tissue, with food content."			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/11/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV303	7460	FALSE	18.22	-65.99	female
1064.G.CV304	"Sample 1064.G.CV304 : Whole intestine tissue, with food content."			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/11/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV304	7460	FALSE	18.22	-65.99	female
1064.G.CV305	"Sample 1064.G.CV305 : Whole intestine tissue, with food content."			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV305	7460	FALSE	18.22	-65.99	female
1064.G.CV306	"Sample 1064.G.CV306 : Whole intestine tissue, with food content."			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV306	7460	FALSE	18.22	-65.99	female
1064.G.CV307	"Sample 1064.G.CV307 : Whole intestine tissue, with food content."			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV307	7460	FALSE	18.22	-65.99	female
1064.G.CV308	"Sample 1064.G.CV308 : Whole intestine tissue, with food content."			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV308	7460	FALSE	18.22	-65.99	female
1064.G.CV309	"Sample 1064.G.CV309 : Whole intestine tissue, with food content."			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV309	7460	FALSE	18.22	-65.99	female
1064.G.CV310	"Sample 1064.G.CV310 : Whole intestine tissue, with food content."			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV310	7460	FALSE	18.22	-65.99	female
1064.G.CV311	"Sample 1064.G.CV311 : Whole intestine tissue, with food content."			22 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV311	7460	TRUE	18.22	-65.99	female
1064.G.CV312	"Sample 1064.G.CV312 : Whole intestine tissue, with food content."			22 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV312	7460	TRUE	18.22	-65.99	female
1064.G.CV313	"Sample 1064.G.CV313 : Whole intestine tissue, with food content."			22 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV313	7460	TRUE	18.22	-65.99	female
1064.G.CV314	"Sample 1064.G.CV314 : Whole intestine tissue, with food content."			22 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV314	7460	TRUE	18.22	-65.99	female
1064.G.CV315	"Sample 1064.G.CV315 : Whole intestine tissue, with food content."			22 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV315	7460	TRUE	18.22	-65.99	female
1064.G.CV316	"Sample 1064.G.CV316 : Whole intestine tissue, with food content."			22 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV316	7460	TRUE	18.22	-65.99	female
1064.G.CV317	"Sample 1064.G.CV317 : Whole intestine tissue, with food content."				queen	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	12/16/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV317	7460	TRUE	18.22	-65.99	female
1064.G.CV318	"Sample 1064.G.CV318 : Whole intestine tissue, with food content."			4 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV318	7460	FALSE	18.22	-65.99	female
1064.G.CV319	"Sample 1064.G.CV319 : Whole intestine tissue, with food content."			4 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV319	7460	FALSE	18.22	-65.99	female
1064.G.CV320	"Sample 1064.G.CV320 : Whole intestine tissue, with food content."			4 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV320	7460	FALSE	18.22	-65.99	female
1064.G.CV321	"Sample 1064.G.CV321 : Whole intestine tissue, with food content."			4 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV321	7460	FALSE	18.22	-65.99	female
1064.G.CV322	"Sample 1064.G.CV322 : Whole intestine tissue, with food content."			4 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV322	7460	FALSE	18.22	-65.99	female
1064.G.CV323	"Sample 1064.G.CV323 : Whole intestine tissue, with food content."			4 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV323	7460	FALSE	18.22	-65.99	female
1064.G.CV324	"Sample 1064.G.CV324 : Whole intestine tissue, with food content."			27 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV324	7460	TRUE	18.22	-65.99	female
1064.G.CV325	"Sample 1064.G.CV325 : Whole intestine tissue, with food content."			27 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV325	7460	TRUE	18.22	-65.99	female
1064.G.CV326	"Sample 1064.G.CV326 : Whole intestine tissue, with food content."			27 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV326	7460	TRUE	18.22	-65.99	female
1064.G.CV327	"Sample 1064.G.CV327 : Whole intestine tissue, with food content."			27 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV327	7460	TRUE	18.22	-65.99	female
1064.G.CV328	"Sample 1064.G.CV328 : Whole intestine tissue, with food content."			27 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV328	7460	TRUE	18.22	-65.99	female
1064.G.CV329	"Sample 1064.G.CV329 : Whole intestine tissue, with food content."			27 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV329	7460	TRUE	18.22	-65.99	female
1064.G.CV330	"Sample 1064.G.CV330 : Whole intestine tissue, with food content."			26 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV330	7460	TRUE	18.22	-65.99	female
1064.G.CV331	"Sample 1064.G.CV331 : Whole intestine tissue, with food content."			26 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV331	7460	TRUE	18.22	-65.99	female
1064.G.CV332	"Sample 1064.G.CV332 : Whole intestine tissue, with food content."			26 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV332	7460	TRUE	18.22	-65.99	female
1064.G.CV333	"Sample 1064.G.CV333 : Whole intestine tissue, with food content."			26 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV333	7460	TRUE	18.22	-65.99	female
1064.G.CV334	"Sample 1064.G.CV334 : Whole intestine tissue, with food content."			26 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV334	7460	TRUE	18.22	-65.99	female
1064.G.CV335	"Sample 1064.G.CV335 : Whole intestine tissue, with food content."			26 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV335	7460	TRUE	18.22	-65.99	female
1064.G.CV336	"Sample 1064.G.CV336 : Whole intestine tissue, with food content."			10 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV336	7460	FALSE	18.22	-65.99	female
1064.G.CV337	"Sample 1064.G.CV337 : Whole intestine tissue, with food content."			10 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV337	7460	FALSE	18.22	-65.99	female
1064.G.CV338	"Sample 1064.G.CV338 : Whole intestine tissue, with food content."			10 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV338	7460	FALSE	18.22	-65.99	female
1064.G.CV339	"Sample 1064.G.CV339 : Whole intestine tissue, with food content."			10 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV339	7460	FALSE	18.22	-65.99	female
1064.G.CV340	"Sample 1064.G.CV340 : Whole intestine tissue, with food content."			10 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV340	7460	FALSE	18.22	-65.99	female
1064.G.CV341	"Sample 1064.G.CV341 : Whole intestine tissue, with food content."			10 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV341	7460	FALSE	18.22	-65.99	female
1064.G.CV342	"Sample 1064.G.CV342 : Whole intestine tissue, with food content."			24 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/12/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV342	7460	TRUE	18.22	-65.99	female
1064.G.CV343	"Sample 1064.G.CV343 : Whole intestine tissue, with food content."			24 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/12/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV343	7460	TRUE	18.22	-65.99	female
1064.G.CV344	"Sample 1064.G.CV344 : Whole intestine tissue, with food content."			24 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/12/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV344	7460	TRUE	18.22	-65.99	female
1064.G.CV345	"Sample 1064.G.CV345 : Whole intestine tissue, with food content."			24 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/12/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV345	7460	TRUE	18.22	-65.99	female
1064.G.CV346	"Sample 1064.G.CV346 : Whole intestine tissue, with food content."			24 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	07/12/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV346	7460	TRUE	18.22	-65.99	female
1064.G.CV43	"Sample 1064.G.CV43 : Whole intestine tissue, with food content."			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	01/01/2050	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV43	7460	FALSE	18.22	-65.99	female
1064.G.CV44	"Sample 1064.G.CV44 : Whole intestine tissue, with food content."			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	01/01/2050	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV44	7460	FALSE	18.22	-65.99	female
1064.G.CV45	"Sample 1064.G.CV45 : Whole intestine tissue, with food content."			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	01/01/2050	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV45	7460	FALSE	18.22	-65.99	female
1064.G.CV46	"Sample 1064.G.CV46 : Whole intestine tissue, with food content."			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	01/01/2050	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV46	7460	FALSE	18.22	-65.99	female
1064.G.CV47	"Sample 1064.G.CV47 : Whole intestine tissue, with food content."			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	01/01/2050	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV47	7460	FALSE	18.22	-65.99	female
1064.G.CV48	"Sample 1064.G.CV48 : Whole intestine tissue, with food content."			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	01/01/2050	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV48	7460	FALSE	18.22	-65.99	female
1064.G.CV72	"Sample 1064.G.CV72 : Whole intestine tissue, with food content."			21 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV72	7460	TRUE	18.22	-65.99	female
1064.G.CV73	"Sample 1064.G.CV73 : Whole intestine tissue, with food content."			21 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV73	7460	TRUE	18.22	-65.99	female
1064.G.CV74	"Sample 1064.G.CV74 : Whole intestine tissue, with food content."			21 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV74	7460	TRUE	18.22	-65.99	female
1064.G.CV75	"Sample 1064.G.CV75 : Whole intestine tissue, with food content."			21 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV75	7460	TRUE	18.22	-65.99	female
1064.G.CV76	"Sample 1064.G.CV76 : Whole intestine tissue, with food content."			21 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV76	7460	TRUE	18.22	-65.99	female
1064.G.CV77	"Sample 1064.G.CV77 : Whole intestine tissue, with food content."			21 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	G-CV77	7460	TRUE	18.22	-65.99	female
