sample_name	description			host_age	role	altitude	body_habitat	body_product	body_site	collection_timestamp	colony_tetracycline	country	depth	elevation	env_biome	env_feature	env_matter	host_common_name	host_subject_id	host_taxid	larval_tetracycline	latitude	longitude	sex
1064.H.CV285	Sample 1064.H.CV285 : Complete Head			8 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	06/13/2008	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV285	7460	FALSE	18.22	-65.99	female
1064.H.CV286	Sample 1064.H.CV286 : Complete Head			8 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	06/13/2008	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV286	7460	FALSE	18.22	-65.99	female
1064.H.CV287	Sample 1064.H.CV287 : Complete Head			9 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/16/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV287	7460	FALSE	18.22	-65.99	female
1064.H.CV288	Sample 1064.H.CV288 : Complete Head			9 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/16/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV288	7460	FALSE	18.22	-65.99	female
1064.H.CV289	Sample 1064.H.CV289 : Complete Head			9 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/16/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV289	7460	FALSE	18.22	-65.99	female
1064.H.CV290	Sample 1064.H.CV290 : Complete Head			9 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/16/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV290	7460	FALSE	18.22	-65.99	female
1064.H.CV291	Sample 1064.H.CV291 : Complete Head			9 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/16/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV291	7460	FALSE	18.22	-65.99	female
1064.H.CV292	Sample 1064.H.CV292 : Complete Head			9 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/16/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV292	7460	FALSE	18.22	-65.99	female
1064.H.CV293	Sample 1064.H.CV293 : Complete Head			13 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	06/13/2008	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV293	7460	FALSE	18.22	-65.99	female
1064.H.CV294	Sample 1064.H.CV294 : Complete Head			13 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	06/13/2008	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV294	7460	FALSE	18.22	-65.99	female
1064.H.CV295	Sample 1064.H.CV295 : Complete Head			13 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	10/25/2008	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV295	7460	FALSE	18.22	-65.99	female
1064.H.CV296	Sample 1064.H.CV296 : Complete Head			13 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	10/23/2008	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV296	7460	FALSE	18.22	-65.99	female
1064.H.CV297	Sample 1064.H.CV297 : Complete Head			13 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	10/23/2008	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV297	7460	FALSE	18.22	-65.99	female
1064.H.CV298	Sample 1064.H.CV298 : Complete Head			13 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	10/25/2008	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV298	7460	FALSE	18.22	-65.99	female
1064.H.CV299	Sample 1064.H.CV299 : Complete Head			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/16/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV299	7460	FALSE	18.22	-65.99	female
1064.H.CV300	Sample 1064.H.CV300 : Complete Head			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/16/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV300	7460	FALSE	18.22	-65.99	female
1064.H.CV301	Sample 1064.H.CV301 : Complete Head			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/16/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV301	7460	FALSE	18.22	-65.99	female
1064.H.CV302	Sample 1064.H.CV302 : Complete Head			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/11/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV302	7460	FALSE	18.22	-65.99	female
1064.H.CV303	Sample 1064.H.CV303 : Complete Head			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/11/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV303	7460	FALSE	18.22	-65.99	female
1064.H.CV304	Sample 1064.H.CV304 : Complete Head			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/11/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV304	7460	FALSE	18.22	-65.99	female
1064.H.CV305	Sample 1064.H.CV305 : Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV305	7460	FALSE	18.22	-65.99	female
1064.H.CV306	Sample 1064.H.CV306 : Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV306	7460	FALSE	18.22	-65.99	female
1064.H.CV307	Sample 1064.H.CV307 : Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV307	7460	FALSE	18.22	-65.99	female
1064.H.CV308	Sample 1064.H.CV308 : Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV308	7460	FALSE	18.22	-65.99	female
1064.H.CV309	Sample 1064.H.CV309 : Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV309	7460	FALSE	18.22	-65.99	female
1064.H.CV310	Sample 1064.H.CV310 : Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV310	7460	FALSE	18.22	-65.99	female
1064.H.CV311	Sample 1064.H.CV311 : Complete Head			22 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV311	7460	TRUE	18.22	-65.99	female
1064.H.CV312	Sample 1064.H.CV312 : Complete Head			22 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV312	7460	TRUE	18.22	-65.99	female
1064.H.CV313	Sample 1064.H.CV313 : Complete Head			22 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV313	7460	TRUE	18.22	-65.99	female
1064.H.CV314	Sample 1064.H.CV314 : Complete Head			22 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV314	7460	TRUE	18.22	-65.99	female
1064.H.CV315	Sample 1064.H.CV315 : Complete Head			22 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV315	7460	TRUE	18.22	-65.99	female
1064.H.CV316	Sample 1064.H.CV316 : Complete Head			22 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV316	7460	TRUE	18.22	-65.99	female
1064.H.CV317	Sample 1064.H.CV317 : Complete Head				queen	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	12/16/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV317	7460	TRUE	18.22	-65.99	female
1064.H.CV318	Sample 1064.H.CV318 : Complete Head			4 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV318	7460	FALSE	18.22	-65.99	female
1064.H.CV319	Sample 1064.H.CV319 : Complete Head			4 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV319	7460	FALSE	18.22	-65.99	female
1064.H.CV320	Sample 1064.H.CV320 : Complete Head			4 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV320	7460	FALSE	18.22	-65.99	female
1064.H.CV321	Sample 1064.H.CV321 : Complete Head			4 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV321	7460	FALSE	18.22	-65.99	female
1064.H.CV322	Sample 1064.H.CV322 : Complete Head			4 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV322	7460	FALSE	18.22	-65.99	female
1064.H.CV323	Sample 1064.H.CV323 : Complete Head			4 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV323	7460	FALSE	18.22	-65.99	female
1064.H.CV324	Sample 1064.H.CV324 : Complete Head			27 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV324	7460	TRUE	18.22	-65.99	female
1064.H.CV325	Sample 1064.H.CV325 : Complete Head			27 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV325	7460	TRUE	18.22	-65.99	female
1064.H.CV326	Sample 1064.H.CV326 : Complete Head			27 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV326	7460	TRUE	18.22	-65.99	female
1064.H.CV327	Sample 1064.H.CV327 : Complete Head			27 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV327	7460	TRUE	18.22	-65.99	female
1064.H.CV328	Sample 1064.H.CV328 : Complete Head			27 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV328	7460	TRUE	18.22	-65.99	female
1064.H.CV329	Sample 1064.H.CV329 : Complete Head			27 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV329	7460	TRUE	18.22	-65.99	female
1064.H.CV330	Sample 1064.H.CV330 : Complete Head			26 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV330	7460	TRUE	18.22	-65.99	female
1064.H.CV331	Sample 1064.H.CV331 : Complete Head			26 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV331	7460	TRUE	18.22	-65.99	female
1064.H.CV332	Sample 1064.H.CV332 : Complete Head			26 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV332	7460	TRUE	18.22	-65.99	female
1064.H.CV333	Sample 1064.H.CV333 : Complete Head			26 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV333	7460	TRUE	18.22	-65.99	female
1064.H.CV334	Sample 1064.H.CV334 : Complete Head			26 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV334	7460	TRUE	18.22	-65.99	female
1064.H.CV335	Sample 1064.H.CV335 : Complete Head			26 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/11/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV335	7460	TRUE	18.22	-65.99	female
1064.H.CV336	Sample 1064.H.CV336 : Complete Head			10 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV336	7460	FALSE	18.22	-65.99	female
1064.H.CV337	Sample 1064.H.CV337 : Complete Head			10 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV337	7460	FALSE	18.22	-65.99	female
1064.H.CV338	Sample 1064.H.CV338 : Complete Head			10 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV338	7460	FALSE	18.22	-65.99	female
1064.H.CV339	Sample 1064.H.CV339 : Complete Head			10 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV339	7460	FALSE	18.22	-65.99	female
1064.H.CV340	Sample 1064.H.CV340 : Complete Head			10 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV340	7460	FALSE	18.22	-65.99	female
1064.H.CV341	Sample 1064.H.CV341 : Complete Head			10 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/12/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV341	7460	FALSE	18.22	-65.99	female
1064.H.CV342	Sample 1064.H.CV342 : Complete Head			24 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/12/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV342	7460	TRUE	18.22	-65.99	female
1064.H.CV343	Sample 1064.H.CV343 : Complete Head			24 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/12/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV343	7460	TRUE	18.22	-65.99	female
1064.H.CV344	Sample 1064.H.CV344 : Complete Head			24 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/12/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV344	7460	TRUE	18.22	-65.99	female
1064.H.CV345	Sample 1064.H.CV345 : Complete Head			24 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/12/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV345	7460	TRUE	18.22	-65.99	female
1064.H.CV346	Sample 1064.H.CV346 : Complete Head			24 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/12/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV346	7460	TRUE	18.22	-65.99	female
1064.H.CV43	Sample 1064.H.CV43 : Complete Head			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	01/01/2050	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV43	7460	FALSE	18.22	-65.99	female
1064.H.CV44	Sample 1064.H.CV44 : Complete Head			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	01/01/2050	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV44	7460	FALSE	18.22	-65.99	female
1064.H.CV45	Sample 1064.H.CV45 : Complete Head			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	01/01/2050	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV45	7460	FALSE	18.22	-65.99	female
1064.H.CV46	Sample 1064.H.CV46 : Complete Head			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	01/01/2050	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV46	7460	FALSE	18.22	-65.99	female
1064.H.CV47	Sample 1064.H.CV47 : Complete Head			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	01/01/2050	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV47	7460	FALSE	18.22	-65.99	female
1064.H.CV48	Sample 1064.H.CV48 : Complete Head			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	01/01/2050	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV48	7460	FALSE	18.22	-65.99	female
1064.H.CV72	Sample 1064.H.CV72 : Complete Head			21 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV72	7460	TRUE	18.22	-65.99	female
1064.H.CV73	Sample 1064.H.CV73 : Complete Head			21 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV73	7460	TRUE	18.22	-65.99	female
1064.H.CV74	Sample 1064.H.CV74 : Complete Head			21 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV74	7460	TRUE	18.22	-65.99	female
1064.H.CV75	Sample 1064.H.CV75 : Complete Head			21 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV75	7460	TRUE	18.22	-65.99	female
1064.H.CV76	Sample 1064.H.CV76 : Complete Head			21 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV76	7460	TRUE	18.22	-65.99	female
1064.H.CV77	Sample 1064.H.CV77 : Complete Head			21 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	12/16/2011	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV77	7460	TRUE	18.22	-65.99	female
1064.H.CV90	Sample 1064.H.CV90 : Complete Head				drone	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV90	7460	TRUE	18.22	-65.99	male
1064.H.CV91	Sample 1064.H.CV91 : Complete Head				drone	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV91	7460	TRUE	18.22	-65.99	male
1064.H.CV92	Sample 1064.H.CV92 : Complete Head				drone	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV92	7460	TRUE	18.22	-65.99	male
1064.H.CV93	Sample 1064.H.CV93 : Complete Head				drone	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV93	7460	TRUE	18.22	-65.99	male
1064.H.CV94	Sample 1064.H.CV94 : Complete Head				drone	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV94	7460	TRUE	18.22	-65.99	male
1064.H.CV95	Sample 1064.H.CV95 : Complete Head				drone	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	01/01/2050	TRUE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H-CV95	7460	TRUE	18.22	-65.99	male
1064.H.GVR165	Sample 1064.H.GVR165 : Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/11/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H.GVR165	7460	FALSE	18.22	-65.99	female
1064.H.GVR166	Sample 1064.H.GVR166 : Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/11/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H.GVR166	7460	FALSE	18.22	-65.99	female
1064.H.GVR167	Sample 1064.H.GVR167 : Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/11/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H.GVR167	7460	FALSE	18.22	-65.99	female
1064.H.GVR168	Sample 1064.H.GVR168 : Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/11/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H.GVR168	7460	FALSE	18.22	-65.99	female
1064.H.GVR169	Sample 1064.H.GVR169 : Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	07/11/2011	FALSE	GAZ:Puerto Rico	0	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	H.GVR169	7460	FALSE	18.22	-65.99	female
