sample_name	description			altitude	anonymized_name	assigned_from_geo	body_habitat	body_product	body_site	collection_timestamp	country	day	depth	dna_extracted	elevation	env_biome	env_feature	env_matter	extracted_dna_avail_now	family	host_common_name	host_subject_id	host_taxid	house	house_day_subject_surface	house_day_surface	house_surface	latitude	life_stage	longitude	move_time	moved	notes	number_children	number_residents_human	percent_adult_residents	percent_male	pet_farm_animal	physical_specimen_location	physical_specimen_remaining	public	required_sample_info_status	sample_order	sample_progress	sample_tube_id	sample_type	sex	source	source1	sourcesink	subject	subject_surface	surface	taxon_id	time	title
2192.H02a.Kitchen.Floor.818.lane2.NoIndex.L002	Sample 2192.H02a.Kitchen.Floor.818.lane2.NoIndex.L002 			0	H02a.Kitchen_Floor	True				2012-02-26 00:00:00	GAZ:United States of America	D10	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	2	human		1256227	H02a	H02a.D10.House_02a.Kitchen_Floor	H02a.D10.Kitchen_Floor	H02a.Kitchen_Floor	41.88		-87.63		False		0	1	1	1	none	ANL	True	True	completed	326	sequenced (16S)	818	XXQIITAXX		House	House	sink	House_02a	House_02a.Kitchen_Floor	Kitchen_Floor	1256227	8:30AM	Gilbert_house_forensics_BE
2192.H02a.Kitchen.Floor.842.lane2.NoIndex.L002	Sample 2192.H02a.Kitchen.Floor.842.lane2.NoIndex.L002 			0	H02a.Kitchen_Floor	True				2012-02-27 00:00:00	GAZ:United States of America	D11	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	2	human		1256227	H02a	H02a.D11.House_02a.Kitchen_Floor	H02a.D11.Kitchen_Floor	H02a.Kitchen_Floor	41.88		-87.63		False		0	1	1	1	none	ANL	True	True	completed	335	sequenced (16S)	842	XXQIITAXX		House	House	sink	House_02a	House_02a.Kitchen_Floor	Kitchen_Floor	1256227	9:15AM	Gilbert_house_forensics_BE
2192.H02a.Kitchen.Floor.866.lane2.NoIndex.L002	Sample 2192.H02a.Kitchen.Floor.866.lane2.NoIndex.L002 			0	H02a.Kitchen_Floor	True				2012-02-28 00:00:00	GAZ:United States of America	D12	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	2	human		1256227	H02a	H02a.D12.House_02a.Kitchen_Floor	H02a.D12.Kitchen_Floor	H02a.Kitchen_Floor	41.88		-87.63		False		0	1	1	1	none	ANL	True	True	completed	344	sequenced (16S)	866	XXQIITAXX		House	House	sink	House_02a	House_02a.Kitchen_Floor	Kitchen_Floor	1256227	12:48AM	Gilbert_house_forensics_BE
2192.H02a.Kitchen.Floor.890.lane2.NoIndex.L002	Sample 2192.H02a.Kitchen.Floor.890.lane2.NoIndex.L002 			0	H02a.Kitchen_Floor	True				2012-02-29 00:00:00	GAZ:United States of America	D13	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	2	human		1256227	H02a	H02a.D13.House_02a.Kitchen_Floor	H02a.D13.Kitchen_Floor	H02a.Kitchen_Floor	41.88		-87.63		False		0	1	1	1	none	ANL	True	True	completed	353	sequenced (16S)	890	XXQIITAXX		House	House	sink	House_02a	House_02a.Kitchen_Floor	Kitchen_Floor	1256227	1:08PM	Gilbert_house_forensics_BE
2192.H02a.Kitchen.Floor.914.lane2.NoIndex.L002	Sample 2192.H02a.Kitchen.Floor.914.lane2.NoIndex.L002 			0	H02a.Kitchen_Floor	True				2012-03-01 00:00:00	GAZ:United States of America	D14	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	2	human		1256227	H02a	H02a.D14.House_02a.Kitchen_Floor	H02a.D14.Kitchen_Floor	H02a.Kitchen_Floor	41.88		-87.63		False		0	1	1	1	none	ANL	True	True	completed	362	sequenced (16S)	914	XXQIITAXX		House	House	sink	House_02a	House_02a.Kitchen_Floor	Kitchen_Floor	1256227	1:38PM	Gilbert_house_forensics_BE
2192.H02a.Kitchen.Light.Switch.603.lane2.NoIndex.L002	Sample 2192.H02a.Kitchen.Light.Switch.603.lane2.NoIndex.L002 			0	H02a.Kitchen_Light_Switch	True				2012-02-10 00:00:00	GAZ:United States of America	D01	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	2	human		1256227	H02a	H02a.D01.House_02a.Kitchen_Light_Switch	H02a.D01.Kitchen_Light_Switch	H02a.Kitchen_Light_Switch	41.88		-87.63		False		0	1	1	1	none	ANL	True	True	completed	246	sequenced (16S)	603	XXQIITAXX		House	House	sink	House_02a	House_02a.Kitchen_Light_Switch	Kitchen_Light_Switch	1256227	11:45AM	Gilbert_house_forensics_BE
2192.H02a.Kitchen.Light.Switch.627.lane2.NoIndex.L002	Sample 2192.H02a.Kitchen.Light.Switch.627.lane2.NoIndex.L002 			0	H02a.Kitchen_Light_Switch	True				2012-02-11 00:00:00	GAZ:United States of America	D02	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	2	human		1256227	H02a	H02a.D02.House_02a.Kitchen_Light_Switch	H02a.D02.Kitchen_Light_Switch	H02a.Kitchen_Light_Switch	41.88		-87.63		False		0	1	1	1	none	ANL	True	True	completed	255	sequenced (16S)	627	XXQIITAXX		House	House	sink	House_02a	House_02a.Kitchen_Light_Switch	Kitchen_Light_Switch	1256227	8:10AM	Gilbert_house_forensics_BE
2192.H02a.Kitchen.Light.Switch.651.lane2.NoIndex.L002	Sample 2192.H02a.Kitchen.Light.Switch.651.lane2.NoIndex.L002 			0	H02a.Kitchen_Light_Switch	True				2012-02-12 00:00:00	GAZ:United States of America	D03	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	2	human		1256227	H02a	H02a.D03.House_02a.Kitchen_Light_Switch	H02a.D03.Kitchen_Light_Switch	H02a.Kitchen_Light_Switch	41.88		-87.63		False		0	1	1	1	none	ANL	True	True	completed	264	sequenced (16S)	651	XXQIITAXX		House	House	sink	House_02a	House_02a.Kitchen_Light_Switch	Kitchen_Light_Switch	1256227	11:30AM	Gilbert_house_forensics_BE
2192.H02a.Kitchen.Light.Switch.675.lane2.NoIndex.L002	Sample 2192.H02a.Kitchen.Light.Switch.675.lane2.NoIndex.L002 			0	H02a.Kitchen_Light_Switch	True				2012-02-13 00:00:00	GAZ:United States of America	D04	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	2	human		1256227	H02a	H02a.D04.House_02a.Kitchen_Light_Switch	H02a.D04.Kitchen_Light_Switch	H02a.Kitchen_Light_Switch	41.88		-87.63		False		0	1	1	1	none	ANL	True	True	completed	273	sequenced (16S)	675	XXQIITAXX		House	House	sink	House_02a	House_02a.Kitchen_Light_Switch	Kitchen_Light_Switch	1256227	8:50AM	Gilbert_house_forensics_BE
2192.H02a.Kitchen.Light.Switch.699.lane2.NoIndex.L002	Sample 2192.H02a.Kitchen.Light.Switch.699.lane2.NoIndex.L002 			0	H02a.Kitchen_Light_Switch	True				2012-02-21 00:00:00	GAZ:United States of America	D05	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	2	human		1256227	H02a	H02a.D05.House_02a.Kitchen_Light_Switch	H02a.D05.Kitchen_Light_Switch	H02a.Kitchen_Light_Switch	41.88		-87.63		False	Week in Caunknownda & Sick	0	1	1	1	none	ANL	True	True	completed	282	sequenced (16S)	699	XXQIITAXX		House	House	sink	House_02a	House_02a.Kitchen_Light_Switch	Kitchen_Light_Switch	1256227	9:55AM	Gilbert_house_forensics_BE
2192.H02a.Kitchen.Light.Switch.723.lane2.NoIndex.L002	Sample 2192.H02a.Kitchen.Light.Switch.723.lane2.NoIndex.L002 			0	H02a.Kitchen_Light_Switch	True				2012-02-22 00:00:00	GAZ:United States of America	D06	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	2	human		1256227	H02a	H02a.D06.House_02a.Kitchen_Light_Switch	H02a.D06.Kitchen_Light_Switch	H02a.Kitchen_Light_Switch	41.88		-87.63		False	Still sick.	0	1	1	1	none	ANL	True	True	completed	291	sequenced (16S)	723	XXQIITAXX		House	House	sink	House_02a	House_02a.Kitchen_Light_Switch	Kitchen_Light_Switch	1256227	3:00PM	Gilbert_house_forensics_BE
2192.H02a.Kitchen.Light.Switch.747.lane2.NoIndex.L002	Sample 2192.H02a.Kitchen.Light.Switch.747.lane2.NoIndex.L002 			0	H02a.Kitchen_Light_Switch	True				2012-02-23 00:00:00	GAZ:United States of America	D07	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	2	human		1256227	H02a	H02a.D07.House_02a.Kitchen_Light_Switch	H02a.D07.Kitchen_Light_Switch	H02a.Kitchen_Light_Switch	41.88		-87.63		False	Still sick	0	1	1	1	none	ANL	True	True	completed	300	sequenced (16S)	747	XXQIITAXX		House	House	sink	House_02a	House_02a.Kitchen_Light_Switch	Kitchen_Light_Switch	1256227	4:10PM	Gilbert_house_forensics_BE
2192.H02a.Kitchen.Light.Switch.771.lane2.NoIndex.L002	Sample 2192.H02a.Kitchen.Light.Switch.771.lane2.NoIndex.L002 			0	H02a.Kitchen_Light_Switch	True				2012-02-24 00:00:00	GAZ:United States of America	D08	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	2	human		1256227	H02a	H02a.D08.House_02a.Kitchen_Light_Switch	H02a.D08.Kitchen_Light_Switch	H02a.Kitchen_Light_Switch	41.88		-87.63		False	Sick	0	1	1	1	none	ANL	True	True	completed	309	sequenced (16S)	771	XXQIITAXX		House	House	sink	House_02a	House_02a.Kitchen_Light_Switch	Kitchen_Light_Switch	1256227	2:18PM	Gilbert_house_forensics_BE
2192.H02a.Kitchen.Light.Switch.795.lane2.NoIndex.L002	Sample 2192.H02a.Kitchen.Light.Switch.795.lane2.NoIndex.L002 			0	H02a.Kitchen_Light_Switch	True				2012-02-25 00:00:00	GAZ:United States of America	D09	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	2	human		1256227	H02a	H02a.D09.House_02a.Kitchen_Light_Switch	H02a.D09.Kitchen_Light_Switch	H02a.Kitchen_Light_Switch	41.88		-87.63		False		0	1	1	1	none	ANL	True	True	completed	318	sequenced (16S)	795	XXQIITAXX		House	House	sink	House_02a	House_02a.Kitchen_Light_Switch	Kitchen_Light_Switch	1256227	2:50PM	Gilbert_house_forensics_BE
2192.H02a.Kitchen.Light.Switch.819.lane2.NoIndex.L002	Sample 2192.H02a.Kitchen.Light.Switch.819.lane2.NoIndex.L002 			0	H02a.Kitchen_Light_Switch	True				2012-02-26 00:00:00	GAZ:United States of America	D10	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	2	human		1256227	H02a	H02a.D10.House_02a.Kitchen_Light_Switch	H02a.D10.Kitchen_Light_Switch	H02a.Kitchen_Light_Switch	41.88		-87.63		False		0	1	1	1	none	ANL	True	True	completed	327	sequenced (16S)	819	XXQIITAXX		House	House	sink	House_02a	House_02a.Kitchen_Light_Switch	Kitchen_Light_Switch	1256227	8:30AM	Gilbert_house_forensics_BE
2192.H02a.Kitchen.Light.Switch.843.lane2.NoIndex.L002	Sample 2192.H02a.Kitchen.Light.Switch.843.lane2.NoIndex.L002 			0	H02a.Kitchen_Light_Switch	True				2012-02-27 00:00:00	GAZ:United States of America	D11	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	2	human		1256227	H02a	H02a.D11.House_02a.Kitchen_Light_Switch	H02a.D11.Kitchen_Light_Switch	H02a.Kitchen_Light_Switch	41.88		-87.63		False		0	1	1	1	none	ANL	True	True	completed	336	sequenced (16S)	843	XXQIITAXX		House	House	sink	House_02a	House_02a.Kitchen_Light_Switch	Kitchen_Light_Switch	1256227	9:15AM	Gilbert_house_forensics_BE
2192.H02a.Kitchen.Light.Switch.867.lane2.NoIndex.L002	Sample 2192.H02a.Kitchen.Light.Switch.867.lane2.NoIndex.L002 			0	H02a.Kitchen_Light_Switch	True				2012-02-28 00:00:00	GAZ:United States of America	D12	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	2	human		1256227	H02a	H02a.D12.House_02a.Kitchen_Light_Switch	H02a.D12.Kitchen_Light_Switch	H02a.Kitchen_Light_Switch	41.88		-87.63		False		0	1	1	1	none	ANL	True	True	completed	345	sequenced (16S)	867	XXQIITAXX		House	House	sink	House_02a	House_02a.Kitchen_Light_Switch	Kitchen_Light_Switch	1256227	12:48AM	Gilbert_house_forensics_BE
2192.H02a.Kitchen.Light.Switch.891.lane2.NoIndex.L002	Sample 2192.H02a.Kitchen.Light.Switch.891.lane2.NoIndex.L002 			0	H02a.Kitchen_Light_Switch	True				2012-02-29 00:00:00	GAZ:United States of America	D13	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	2	human		1256227	H02a	H02a.D13.House_02a.Kitchen_Light_Switch	H02a.D13.Kitchen_Light_Switch	H02a.Kitchen_Light_Switch	41.88		-87.63		False		0	1	1	1	none	ANL	True	True	completed	354	sequenced (16S)	891	XXQIITAXX		House	House	sink	House_02a	House_02a.Kitchen_Light_Switch	Kitchen_Light_Switch	1256227	1:08PM	Gilbert_house_forensics_BE
2192.H02a.Kitchen.Light.Switch.915.lane2.NoIndex.L002	Sample 2192.H02a.Kitchen.Light.Switch.915.lane2.NoIndex.L002 			0	H02a.Kitchen_Light_Switch	True				2012-03-01 00:00:00	GAZ:United States of America	D14	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	2	human		1256227	H02a	H02a.D14.House_02a.Kitchen_Light_Switch	H02a.D14.Kitchen_Light_Switch	H02a.Kitchen_Light_Switch	41.88		-87.63		False		0	1	1	1	none	ANL	True	True	completed	363	sequenced (16S)	915	XXQIITAXX		House	House	sink	House_02a	House_02a.Kitchen_Light_Switch	Kitchen_Light_Switch	1256227	1:38PM	Gilbert_house_forensics_BE
2192.H02a.Nose.609.lane6.NoIndex.L006	Sample 2192.H02a.Nose.609.lane6.NoIndex.L006 			0	H02a.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-02-10 00:00:00	GAZ:United States of America	D01	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	2	human	Person_02.1	9606	H02a	H02a.D01.Person_02.1.Nose	H02a.D01.Nose	H02a.Nose	41.88	adult	-87.63		False		0	1	1	1	none	ANL	True	True	completed	252	sequenced (16S)	609	XXQIITAXX	male	Person	Person	source	Person_02.1	Person_02.1.Nose	Nose	1131769	11:45AM	Gilbert_house_forensics_BE
2192.H02a.Nose.633.lane6.NoIndex.L006	Sample 2192.H02a.Nose.633.lane6.NoIndex.L006 			0	H02a.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-02-11 00:00:00	GAZ:United States of America	D02	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	2	human	Person_02.1	9606	H02a	H02a.D02.Person_02.1.Nose	H02a.D02.Nose	H02a.Nose	41.88	adult	-87.63		False		0	1	1	1	none	ANL	True	True	completed	261	sequenced (16S)	633	XXQIITAXX	male	Person	Person	source	Person_02.1	Person_02.1.Nose	Nose	1131769	8:10AM	Gilbert_house_forensics_BE
2192.H02a.Nose.657.lane6.NoIndex.L006	Sample 2192.H02a.Nose.657.lane6.NoIndex.L006 			0	H02a.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-02-12 00:00:00	GAZ:United States of America	D03	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	2	human	Person_02.1	9606	H02a	H02a.D03.Person_02.1.Nose	H02a.D03.Nose	H02a.Nose	41.88	adult	-87.63		False		0	1	1	1	none	ANL	True	True	completed	270	sequenced (16S)	657	XXQIITAXX	male	Person	Person	source	Person_02.1	Person_02.1.Nose	Nose	1131769	11:30AM	Gilbert_house_forensics_BE
2192.H02a.Nose.681.lane6.NoIndex.L006	Sample 2192.H02a.Nose.681.lane6.NoIndex.L006 			0	H02a.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-02-13 00:00:00	GAZ:United States of America	D04	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	2	human	Person_02.1	9606	H02a	H02a.D04.Person_02.1.Nose	H02a.D04.Nose	H02a.Nose	41.88	adult	-87.63		False		0	1	1	1	none	ANL	True	True	completed	279	sequenced (16S)	681	XXQIITAXX	male	Person	Person	source	Person_02.1	Person_02.1.Nose	Nose	1131769	8:50AM	Gilbert_house_forensics_BE
2192.H02a.Nose.705.lane6.NoIndex.L006	Sample 2192.H02a.Nose.705.lane6.NoIndex.L006 			0	H02a.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-02-21 00:00:00	GAZ:United States of America	D05	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	2	human	Person_02.1	9606	H02a	H02a.D05.Person_02.1.Nose	H02a.D05.Nose	H02a.Nose	41.88	adult	-87.63		False	Week in Caunknownda & Sick	0	1	1	1	none	ANL	True	True	completed	288	sequenced (16S)	705	XXQIITAXX	male	Person	Person	source	Person_02.1	Person_02.1.Nose	Nose	1131769	9:55AM	Gilbert_house_forensics_BE
2192.H02a.Nose.729.lane6.NoIndex.L006	Sample 2192.H02a.Nose.729.lane6.NoIndex.L006 			0	H02a.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-02-22 00:00:00	GAZ:United States of America	D06	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	2	human	Person_02.1	9606	H02a	H02a.D06.Person_02.1.Nose	H02a.D06.Nose	H02a.Nose	41.88	adult	-87.63		False	Still sick.	0	1	1	1	none	ANL	True	True	completed	297	sequenced (16S)	729	XXQIITAXX	male	Person	Person	source	Person_02.1	Person_02.1.Nose	Nose	1131769	3:00PM	Gilbert_house_forensics_BE
2192.H02a.Nose.753.lane6.NoIndex.L006	Sample 2192.H02a.Nose.753.lane6.NoIndex.L006 			0	H02a.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-02-23 00:00:00	GAZ:United States of America	D07	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	2	human	Person_02.1	9606	H02a	H02a.D07.Person_02.1.Nose	H02a.D07.Nose	H02a.Nose	41.88	adult	-87.63		False	Still sick	0	1	1	1	none	ANL	True	True	completed	306	sequenced (16S)	753	XXQIITAXX	male	Person	Person	source	Person_02.1	Person_02.1.Nose	Nose	1131769	4:10PM	Gilbert_house_forensics_BE
2192.H02a.Nose.777.lane6.NoIndex.L006	Sample 2192.H02a.Nose.777.lane6.NoIndex.L006 			0	H02a.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-02-24 00:00:00	GAZ:United States of America	D08	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	2	human	Person_02.1	9606	H02a	H02a.D08.Person_02.1.Nose	H02a.D08.Nose	H02a.Nose	41.88	adult	-87.63		False	Sick	0	1	1	1	none	ANL	True	True	completed	315	sequenced (16S)	777	XXQIITAXX	male	Person	Person	source	Person_02.1	Person_02.1.Nose	Nose	1131769	2:18PM	Gilbert_house_forensics_BE
2192.H02a.Nose.801.lane6.NoIndex.L006	Sample 2192.H02a.Nose.801.lane6.NoIndex.L006 			0	H02a.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-02-25 00:00:00	GAZ:United States of America	D09	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	2	human	Person_02.1	9606	H02a	H02a.D09.Person_02.1.Nose	H02a.D09.Nose	H02a.Nose	41.88	adult	-87.63		False		0	1	1	1	none	ANL	True	True	completed	324	sequenced (16S)	801	XXQIITAXX	male	Person	Person	source	Person_02.1	Person_02.1.Nose	Nose	1131769	2:50PM	Gilbert_house_forensics_BE
2192.H02a.Nose.825.lane6.NoIndex.L006	Sample 2192.H02a.Nose.825.lane6.NoIndex.L006 			0	H02a.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-02-26 00:00:00	GAZ:United States of America	D10	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	2	human	Person_02.1	9606	H02a	H02a.D10.Person_02.1.Nose	H02a.D10.Nose	H02a.Nose	41.88	adult	-87.63		False		0	1	1	1	none	ANL	True	True	completed	333	sequenced (16S)	825	XXQIITAXX	male	Person	Person	source	Person_02.1	Person_02.1.Nose	Nose	1131769	8:30AM	Gilbert_house_forensics_BE
2192.H02a.Nose.849.lane6.NoIndex.L006	Sample 2192.H02a.Nose.849.lane6.NoIndex.L006 			0	H02a.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-02-27 00:00:00	GAZ:United States of America	D11	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	2	human	Person_02.1	9606	H02a	H02a.D11.Person_02.1.Nose	H02a.D11.Nose	H02a.Nose	41.88	adult	-87.63		False		0	1	1	1	none	ANL	True	True	completed	342	sequenced (16S)	849	XXQIITAXX	male	Person	Person	source	Person_02.1	Person_02.1.Nose	Nose	1131769	9:15AM	Gilbert_house_forensics_BE
2192.H02a.Nose.873.lane6.NoIndex.L006	Sample 2192.H02a.Nose.873.lane6.NoIndex.L006 			0	H02a.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-02-28 00:00:00	GAZ:United States of America	D12	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	2	human	Person_02.1	9606	H02a	H02a.D12.Person_02.1.Nose	H02a.D12.Nose	H02a.Nose	41.88	adult	-87.63		False		0	1	1	1	none	ANL	True	True	completed	351	sequenced (16S)	873	XXQIITAXX	male	Person	Person	source	Person_02.1	Person_02.1.Nose	Nose	1131769	12:48AM	Gilbert_house_forensics_BE
2192.H02a.Nose.897.lane6.NoIndex.L006	Sample 2192.H02a.Nose.897.lane6.NoIndex.L006 			0	H02a.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-02-29 00:00:00	GAZ:United States of America	D13	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	2	human	Person_02.1	9606	H02a	H02a.D13.Person_02.1.Nose	H02a.D13.Nose	H02a.Nose	41.88	adult	-87.63		False		0	1	1	1	none	ANL	True	True	completed	360	sequenced (16S)	897	XXQIITAXX	male	Person	Person	source	Person_02.1	Person_02.1.Nose	Nose	1131769	1:08PM	Gilbert_house_forensics_BE
2192.H02a.Nose.921.lane6.NoIndex.L006	Sample 2192.H02a.Nose.921.lane6.NoIndex.L006 			0	H02a.Nose	True	UBERON:nostril	UBERON:mucus	UBERON:nostril	2012-03-01 00:00:00	GAZ:United States of America	D14	0	True	181.32	ENVO:urban biome	ENVO:human-associated habitat	ENVO:mucus	True	2	human	Person_02.1	9606	H02a	H02a.D14.Person_02.1.Nose	H02a.D14.Nose	H02a.Nose	41.88	adult	-87.63		False		0	1	1	1	none	ANL	True	True	completed	369	sequenced (16S)	921	XXQIITAXX	male	Person	Person	source	Person_02.1	Person_02.1.Nose	Nose	1131769	1:38PM	Gilbert_house_forensics_BE
2192.H03a.Bathroom.Door.Knob.1206.lane5.NoIndex.L005	Sample 2192.H03a.Bathroom.Door.Knob.1206.lane5.NoIndex.L005 			0	H03a.Bathroom_Door_Knob	True				2012-02-10 00:00:00	GAZ:United States of America	D01	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	3	human		1256227	H03a	H03a.D01.House_03a.Bathroom_Door_Knob	H03a.D01.Bathroom_Door_Knob	H03a.Bathroom_Door_Knob	41.88		-87.63		False		0	3	1	0.67	none	ANL	True	True	completed	375	sequenced (16S)	1206	XXQIITAXX		House	House	sink	House_03a	House_03a.Bathroom_Door_Knob	Bathroom_Door_Knob	1256227	9:30PM	Gilbert_house_forensics_BE
2192.H03a.Bathroom.Door.Knob.1230.lane5.NoIndex.L005	Sample 2192.H03a.Bathroom.Door.Knob.1230.lane5.NoIndex.L005 			0	H03a.Bathroom_Door_Knob	True				2012-02-11 00:00:00	GAZ:United States of America	D02	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	3	human		1256227	H03a	H03a.D02.House_03a.Bathroom_Door_Knob	H03a.D02.Bathroom_Door_Knob	H03a.Bathroom_Door_Knob	41.88		-87.63		False		0	3	1	0.67	none	ANL	True	True	completed	390	sequenced (16S)	1230	XXQIITAXX		House	House	sink	House_03a	House_03a.Bathroom_Door_Knob	Bathroom_Door_Knob	1256227	8:49PM	Gilbert_house_forensics_BE
2192.H03a.Bathroom.Door.Knob.1254.lane5.NoIndex.L005	Sample 2192.H03a.Bathroom.Door.Knob.1254.lane5.NoIndex.L005 			0	H03a.Bathroom_Door_Knob	True				2012-02-12 00:00:00	GAZ:United States of America	D03	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	3	human		1256227	H03a	H03a.D03.House_03a.Bathroom_Door_Knob	H03a.D03.Bathroom_Door_Knob	H03a.Bathroom_Door_Knob	41.88		-87.63		False		0	3	1	0.67	none	ANL	True	True	completed	405	sequenced (16S)	1254	XXQIITAXX		House	House	sink	House_03a	House_03a.Bathroom_Door_Knob	Bathroom_Door_Knob	1256227	9:30PM	Gilbert_house_forensics_BE
2192.H03a.Bathroom.Door.Knob.1278.lane5.NoIndex.L005	Sample 2192.H03a.Bathroom.Door.Knob.1278.lane5.NoIndex.L005 			0	H03a.Bathroom_Door_Knob	True				2012-02-13 00:00:00	GAZ:United States of America	D04	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	3	human		1256227	H03a	H03a.D04.House_03a.Bathroom_Door_Knob	H03a.D04.Bathroom_Door_Knob	H03a.Bathroom_Door_Knob	41.88		-87.63		False		0	3	1	0.67	none	ANL	True	True	completed	420	sequenced (16S)	1278	XXQIITAXX		House	House	sink	House_03a	House_03a.Bathroom_Door_Knob	Bathroom_Door_Knob	1256227	9:14PM	Gilbert_house_forensics_BE
2192.H03a.Bathroom.Door.Knob.1302.lane5.NoIndex.L005	Sample 2192.H03a.Bathroom.Door.Knob.1302.lane5.NoIndex.L005 			0	H03a.Bathroom_Door_Knob	True				2012-02-14 00:00:00	GAZ:United States of America	D05	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	3	human		1256227	H03a	H03a.D05.House_03a.Bathroom_Door_Knob	H03a.D05.Bathroom_Door_Knob	H03a.Bathroom_Door_Knob	41.88		-87.63		False		0	3	1	0.67	none	ANL	True	True	completed	435	sequenced (16S)	1302	XXQIITAXX		House	House	sink	House_03a	House_03a.Bathroom_Door_Knob	Bathroom_Door_Knob	1256227	8:28PM	Gilbert_house_forensics_BE
2192.H03a.Bathroom.Door.Knob.1326.lane5.NoIndex.L005	Sample 2192.H03a.Bathroom.Door.Knob.1326.lane5.NoIndex.L005 			0	H03a.Bathroom_Door_Knob	True				2012-02-15 00:00:00	GAZ:United States of America	D06	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	3	human		1256227	H03a	H03a.D06.House_03a.Bathroom_Door_Knob	H03a.D06.Bathroom_Door_Knob	H03a.Bathroom_Door_Knob	41.88		-87.63		False		0	3	1	0.67	none	ANL	True	True	completed	450	sequenced (16S)	1326	XXQIITAXX		House	House	sink	House_03a	House_03a.Bathroom_Door_Knob	Bathroom_Door_Knob	1256227	8:27PM	Gilbert_house_forensics_BE
