sample_name	description			altitude	anonymized_name	assigned_from_geo	body_habitat	body_product	body_site	collection_timestamp	country	day	depth	dna_extracted	elevation	env_biome	env_feature	env_matter	extracted_dna_avail_now	family	host_common_name	host_subject_id	host_taxid	house	house_day_subject_surface	house_day_surface	house_surface	latitude	life_stage	longitude	move_time	moved	notes	number_children	number_residents_human	percent_adult_residents	percent_male	pet_farm_animal	physical_specimen_location	physical_specimen_remaining	public	required_sample_info_status	sample_order	sample_progress	sample_tube_id	sample_type	sex	source	source1	sourcesink	subject	subject_surface	surface	taxon_id	time	title
2192.H05b.Kitchen.Counter.2641.lane5.NoIndex.L005	Sample 2192.H05b.Kitchen.Counter.2641.lane5.NoIndex.L005 			0	H05b.Kitchen_Counter	True				2012-02-20 00:00:00	GAZ:United States of America	D11	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	5	human		1256227	H05b	H05b.D11.House_05b.Kitchen_Counter	H05b.D11.Kitchen_Counter	H05b.Kitchen_Counter	41.88		-87.63	After	True		0	2	1	0.5	none	ANL	True	True	completed	952	sequenced (16S)	2641	XXQIITAXX		House	House	sink	House_05b	House_05b.Kitchen_Counter	Kitchen_Counter	1256227	8:36PM	Gilbert_house_forensics_BE
2192.H05b.Kitchen.Counter.2665.lane5.NoIndex.L005	Sample 2192.H05b.Kitchen.Counter.2665.lane5.NoIndex.L005 			0	H05b.Kitchen_Counter	True				2012-02-21 00:00:00	GAZ:United States of America	D12	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	5	human		1256227	H05b	H05b.D12.House_05b.Kitchen_Counter	H05b.D12.Kitchen_Counter	H05b.Kitchen_Counter	41.88		-87.63	After	True		0	2	1	0.5	none	ANL	True	True	completed	964	sequenced (16S)	2665	XXQIITAXX		House	House	sink	House_05b	House_05b.Kitchen_Counter	Kitchen_Counter	1256227	10:00PM	Gilbert_house_forensics_BE
2192.H05b.Kitchen.Counter.2689.lane5.NoIndex.L005	Sample 2192.H05b.Kitchen.Counter.2689.lane5.NoIndex.L005 			0	H05b.Kitchen_Counter	True				2012-02-22 00:00:00	GAZ:United States of America	D13	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	5	human		1256227	H05b	H05b.D13.House_05b.Kitchen_Counter	H05b.D13.Kitchen_Counter	H05b.Kitchen_Counter	41.88		-87.63	After	True		0	2	1	0.5	none	ANL	True	True	completed	976	sequenced (16S)	2689	XXQIITAXX		House	House	sink	House_05b	House_05b.Kitchen_Counter	Kitchen_Counter	1256227	9:36PM	Gilbert_house_forensics_BE
2192.H05b.Kitchen.Counter.2713.lane5.NoIndex.L005	Sample 2192.H05b.Kitchen.Counter.2713.lane5.NoIndex.L005 			0	H05b.Kitchen_Counter	True				2012-02-23 00:00:00	GAZ:United States of America	D14	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	5	human		1256227	H05b	H05b.D14.House_05b.Kitchen_Counter	H05b.D14.Kitchen_Counter	H05b.Kitchen_Counter	41.88		-87.63	After	True		0	2	1	0.5	none	ANL	True	True	completed	988	sequenced (16S)	2713	XXQIITAXX		House	House	sink	House_05b	House_05b.Kitchen_Counter	Kitchen_Counter	1256227	12:20PM	Gilbert_house_forensics_BE
2192.H05b.Kitchen.Counter.2737.lane5.NoIndex.L005	Sample 2192.H05b.Kitchen.Counter.2737.lane5.NoIndex.L005 			0	H05b.Kitchen_Counter	True				2012-02-24 00:00:00	GAZ:United States of America	D15	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	5	human		1256227	H05b	H05b.D15.House_05b.Kitchen_Counter	H05b.D15.Kitchen_Counter	H05b.Kitchen_Counter	41.88		-87.63	After	True		0	2	1	0.5	none	ANL	True	True	completed	1000	sequenced (16S)	2737	XXQIITAXX		House	House	sink	House_05b	House_05b.Kitchen_Counter	Kitchen_Counter	1256227	11:45PM	Gilbert_house_forensics_BE
2192.H05b.Kitchen.Counter.2761.lane6.NoIndex.L006	Sample 2192.H05b.Kitchen.Counter.2761.lane6.NoIndex.L006 			0	H05b.Kitchen_Counter	True				2012-02-25 00:00:00	GAZ:United States of America	D16	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	5	human		1256227	H05b	H05b.D16.House_05b.Kitchen_Counter	H05b.D16.Kitchen_Counter	H05b.Kitchen_Counter	41.88		-87.63	After	True		0	2	1	0.5	none	ANL	True	True	completed	1012	sequenced (16S)	2761	XXQIITAXX		House	House	sink	House_05b	House_05b.Kitchen_Counter	Kitchen_Counter	1256227	9:15PM	Gilbert_house_forensics_BE
2192.H05b.Kitchen.Counter.2785.lane6.NoIndex.L006	Sample 2192.H05b.Kitchen.Counter.2785.lane6.NoIndex.L006 			0	H05b.Kitchen_Counter	True				2012-02-26 00:00:00	GAZ:United States of America	D17	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	5	human		1256227	H05b	H05b.D17.House_05b.Kitchen_Counter	H05b.D17.Kitchen_Counter	H05b.Kitchen_Counter	41.88		-87.63	After	True		0	2	1	0.5	none	ANL	True	True	completed	1024	sequenced (16S)	2785	XXQIITAXX		House	House	sink	House_05b	House_05b.Kitchen_Counter	Kitchen_Counter	1256227	9:26PM	Gilbert_house_forensics_BE
2192.H05b.Kitchen.Counter.2809.lane6.NoIndex.L006	Sample 2192.H05b.Kitchen.Counter.2809.lane6.NoIndex.L006 			0	H05b.Kitchen_Counter	True				2012-02-27 00:00:00	GAZ:United States of America	D18	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	5	human		1256227	H05b	H05b.D18.House_05b.Kitchen_Counter	H05b.D18.Kitchen_Counter	H05b.Kitchen_Counter	41.88		-87.63	After	True		0	2	1	0.5	none	ANL	True	True	completed	1036	sequenced (16S)	2809	XXQIITAXX		House	House	sink	House_05b	House_05b.Kitchen_Counter	Kitchen_Counter	1256227	9:04PM	Gilbert_house_forensics_BE
2192.H05b.Kitchen.Counter.2833.lane1.NoIndex.L001	Sample 2192.H05b.Kitchen.Counter.2833.lane1.NoIndex.L001 			0	H05b.Kitchen_Counter	True				2012-02-28 00:00:00	GAZ:United States of America	D19	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	5	human		1256227	H05b	H05b.D19.House_05b.Kitchen_Counter	H05b.D19.Kitchen_Counter	H05b.Kitchen_Counter	41.88		-87.63	After	True		0	2	1	0.5	none	ANL	True	True	completed	1048	sequenced (16S)	2833	XXQIITAXX		House	House	sink	House_05b	House_05b.Kitchen_Counter	Kitchen_Counter	1256227	9:40PM	Gilbert_house_forensics_BE
2192.H05b.Kitchen.Counter.2857.lane1.NoIndex.L001	Sample 2192.H05b.Kitchen.Counter.2857.lane1.NoIndex.L001 			0	H05b.Kitchen_Counter	True				2012-02-29 00:00:00	GAZ:United States of America	D20	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	5	human		1256227	H05b	H05b.D20.House_05b.Kitchen_Counter	H05b.D20.Kitchen_Counter	H05b.Kitchen_Counter	41.88		-87.63	After	True		0	2	1	0.5	none	ANL	True	True	completed	1060	sequenced (16S)	2857	XXQIITAXX		House	House	sink	House_05b	House_05b.Kitchen_Counter	Kitchen_Counter	1256227	8:40PM	Gilbert_house_forensics_BE
2192.H05b.Kitchen.Counter.2881.lane1.NoIndex.L001	Sample 2192.H05b.Kitchen.Counter.2881.lane1.NoIndex.L001 			0	H05b.Kitchen_Counter	True				2012-03-01 00:00:00	GAZ:United States of America	D21	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	5	human		1256227	H05b	H05b.D21.House_05b.Kitchen_Counter	H05b.D21.Kitchen_Counter	H05b.Kitchen_Counter	41.88		-87.63	After	True		0	2	1	0.5	none	ANL	True	True	completed	1072	sequenced (16S)	2881	XXQIITAXX		House	House	sink	House_05b	House_05b.Kitchen_Counter	Kitchen_Counter	1256227	9:45PM	Gilbert_house_forensics_BE
2192.H05b.Kitchen.Counter.2905.lane1.NoIndex.L001	Sample 2192.H05b.Kitchen.Counter.2905.lane1.NoIndex.L001 			0	H05b.Kitchen_Counter	True				2012-03-02 00:00:00	GAZ:United States of America	D22	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	5	human		1256227	H05b	H05b.D22.House_05b.Kitchen_Counter	H05b.D22.Kitchen_Counter	H05b.Kitchen_Counter	41.88		-87.63	After	True		0	2	1	0.5	none	ANL	True	True	completed	1084	sequenced (16S)	2905	XXQIITAXX		House	House	sink	House_05b	House_05b.Kitchen_Counter	Kitchen_Counter	1256227	8:40PM	Gilbert_house_forensics_BE
2192.H05b.Kitchen.Counter.2929.lane1.NoIndex.L001	Sample 2192.H05b.Kitchen.Counter.2929.lane1.NoIndex.L001 			0	H05b.Kitchen_Counter	True				2012-03-03 00:00:00	GAZ:United States of America	D23	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	5	human		1256227	H05b	H05b.D23.House_05b.Kitchen_Counter	H05b.D23.Kitchen_Counter	H05b.Kitchen_Counter	41.88		-87.63	After	True		0	2	1	0.5	none	ANL	True	True	completed	1096	sequenced (16S)	2929	XXQIITAXX		House	House	sink	House_05b	House_05b.Kitchen_Counter	Kitchen_Counter	1256227	8:20PM	Gilbert_house_forensics_BE
2192.H05b.Kitchen.Counter.2953.lane1.NoIndex.L001	Sample 2192.H05b.Kitchen.Counter.2953.lane1.NoIndex.L001 			0	H05b.Kitchen_Counter	True				2012-03-04 00:00:00	GAZ:United States of America	D24	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	5	human		1256227	H05b	H05b.D24.House_05b.Kitchen_Counter	H05b.D24.Kitchen_Counter	H05b.Kitchen_Counter	41.88		-87.63	After	True		0	2	1	0.5	none	ANL	True	True	completed	1108	sequenced (16S)	2953	XXQIITAXX		House	House	sink	House_05b	House_05b.Kitchen_Counter	Kitchen_Counter	1256227	9:40PM	Gilbert_house_forensics_BE
2192.H05b.Kitchen.Counter.2977.lane1.NoIndex.L001	Sample 2192.H05b.Kitchen.Counter.2977.lane1.NoIndex.L001 			0	H05b.Kitchen_Counter	True				2012-03-05 00:00:00	GAZ:United States of America	D25	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	5	human		1256227	H05b	H05b.D25.House_05b.Kitchen_Counter	H05b.D25.Kitchen_Counter	H05b.Kitchen_Counter	41.88		-87.63	After	True		0	2	1	0.5	none	ANL	True	True	completed	1120	sequenced (16S)	2977	XXQIITAXX		House	House	sink	House_05b	House_05b.Kitchen_Counter	Kitchen_Counter	1256227	8:30PM	Gilbert_house_forensics_BE
2192.H05b.Kitchen.Floor.2402.lane2.NoIndex.L002	Sample 2192.H05b.Kitchen.Floor.2402.lane2.NoIndex.L002 			0	H05b.Kitchen_Floor	True				2012-02-10 00:00:00	GAZ:United States of America	D01	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	5	human		1256227	H05b	H05b.D01.House_05b.Kitchen_Floor	H05b.D01.Kitchen_Floor	H05b.Kitchen_Floor	41.88		-87.63	Before	True		0	2	1	0.5	none	ANL	True	True	completed	833	sequenced (16S)	2402	XXQIITAXX		House	House	sink	House_05b	House_05b.Kitchen_Floor	Kitchen_Floor	1256227	12:05PM	Gilbert_house_forensics_BE
2192.H05b.Kitchen.Floor.2426.lane2.NoIndex.L002	Sample 2192.H05b.Kitchen.Floor.2426.lane2.NoIndex.L002 			0	H05b.Kitchen_Floor	True				2012-02-11 00:00:00	GAZ:United States of America	D02	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	5	human		1256227	H05b	H05b.D02.House_05b.Kitchen_Floor	H05b.D02.Kitchen_Floor	H05b.Kitchen_Floor	41.88		-87.63	After	True		0	2	1	0.5	none	ANL	True	True	completed	845	sequenced (16S)	2426	XXQIITAXX		House	House	sink	House_05b	House_05b.Kitchen_Floor	Kitchen_Floor	1256227	8:03PM	Gilbert_house_forensics_BE
2192.H05b.Kitchen.Floor.2450.lane2.NoIndex.L002	Sample 2192.H05b.Kitchen.Floor.2450.lane2.NoIndex.L002 			0	H05b.Kitchen_Floor	True				2012-02-12 00:00:00	GAZ:United States of America	D03	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	5	human		1256227	H05b	H05b.D03.House_05b.Kitchen_Floor	H05b.D03.Kitchen_Floor	H05b.Kitchen_Floor	41.88		-87.63	After	True		0	2	1	0.5	none	ANL	True	True	completed	857	sequenced (16S)	2450	XXQIITAXX		House	House	sink	House_05b	House_05b.Kitchen_Floor	Kitchen_Floor	1256227	8:30PM	Gilbert_house_forensics_BE
2192.H05b.Kitchen.Floor.2474.lane5.NoIndex.L005	Sample 2192.H05b.Kitchen.Floor.2474.lane5.NoIndex.L005 			0	H05b.Kitchen_Floor	True				2012-02-13 00:00:00	GAZ:United States of America	D04	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	5	human		1256227	H05b	H05b.D04.House_05b.Kitchen_Floor	H05b.D04.Kitchen_Floor	H05b.Kitchen_Floor	41.88		-87.63	After	True		0	2	1	0.5	none	ANL	True	True	completed	869	sequenced (16S)	2474	XXQIITAXX		House	House	sink	House_05b	House_05b.Kitchen_Floor	Kitchen_Floor	1256227	7:47PM	Gilbert_house_forensics_BE
2192.H05b.Kitchen.Floor.2498.lane5.NoIndex.L005	Sample 2192.H05b.Kitchen.Floor.2498.lane5.NoIndex.L005 			0	H05b.Kitchen_Floor	True				2012-02-14 00:00:00	GAZ:United States of America	D05	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	5	human		1256227	H05b	H05b.D05.House_05b.Kitchen_Floor	H05b.D05.Kitchen_Floor	H05b.Kitchen_Floor	41.88		-87.63	After	True		0	2	1	0.5	none	ANL	True	True	completed	881	sequenced (16S)	2498	XXQIITAXX		House	House	sink	House_05b	House_05b.Kitchen_Floor	Kitchen_Floor	1256227	8:40PM	Gilbert_house_forensics_BE
2192.H05b.Kitchen.Floor.2522.lane5.NoIndex.L005	Sample 2192.H05b.Kitchen.Floor.2522.lane5.NoIndex.L005 			0	H05b.Kitchen_Floor	True				2012-02-15 00:00:00	GAZ:United States of America	D06	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	5	human		1256227	H05b	H05b.D06.House_05b.Kitchen_Floor	H05b.D06.Kitchen_Floor	H05b.Kitchen_Floor	41.88		-87.63	After	True		0	2	1	0.5	none	ANL	True	True	completed	893	sequenced (16S)	2522	XXQIITAXX		House	House	sink	House_05b	House_05b.Kitchen_Floor	Kitchen_Floor	1256227	8:24PM	Gilbert_house_forensics_BE
2192.H05b.Kitchen.Floor.2546.lane5.NoIndex.L005	Sample 2192.H05b.Kitchen.Floor.2546.lane5.NoIndex.L005 			0	H05b.Kitchen_Floor	True				2012-02-16 00:00:00	GAZ:United States of America	D07	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	5	human		1256227	H05b	H05b.D07.House_05b.Kitchen_Floor	H05b.D07.Kitchen_Floor	H05b.Kitchen_Floor	41.88		-87.63	After	True		0	2	1	0.5	none	ANL	True	True	completed	905	sequenced (16S)	2546	XXQIITAXX		House	House	sink	House_05b	House_05b.Kitchen_Floor	Kitchen_Floor	1256227	9:05PM	Gilbert_house_forensics_BE
2192.H05b.Kitchen.Floor.2570.lane5.NoIndex.L005	Sample 2192.H05b.Kitchen.Floor.2570.lane5.NoIndex.L005 			0	H05b.Kitchen_Floor	True				2012-02-17 00:00:00	GAZ:United States of America	D08	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	5	human		1256227	H05b	H05b.D08.House_05b.Kitchen_Floor	H05b.D08.Kitchen_Floor	H05b.Kitchen_Floor	41.88		-87.63	After	True		0	2	1	0.5	none	ANL	True	True	completed	917	sequenced (16S)	2570	XXQIITAXX		House	House	sink	House_05b	House_05b.Kitchen_Floor	Kitchen_Floor	1256227	9:10PM	Gilbert_house_forensics_BE
2192.H05b.Kitchen.Floor.2594.lane5.NoIndex.L005	Sample 2192.H05b.Kitchen.Floor.2594.lane5.NoIndex.L005 			0	H05b.Kitchen_Floor	True				2012-02-18 00:00:00	GAZ:United States of America	D09	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	5	human		1256227	H05b	H05b.D09.House_05b.Kitchen_Floor	H05b.D09.Kitchen_Floor	H05b.Kitchen_Floor	41.88		-87.63	After	True		0	2	1	0.5	none	ANL	True	True	completed	929	sequenced (16S)	2594	XXQIITAXX		House	House	sink	House_05b	House_05b.Kitchen_Floor	Kitchen_Floor	1256227	8:26PM	Gilbert_house_forensics_BE
2192.H05b.Kitchen.Floor.2618.lane5.NoIndex.L005	Sample 2192.H05b.Kitchen.Floor.2618.lane5.NoIndex.L005 			0	H05b.Kitchen_Floor	True				2012-02-19 00:00:00	GAZ:United States of America	D10	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	5	human		1256227	H05b	H05b.D10.House_05b.Kitchen_Floor	H05b.D10.Kitchen_Floor	H05b.Kitchen_Floor	41.88		-87.63	After	True		0	2	1	0.5	none	ANL	True	True	completed	941	sequenced (16S)	2618	XXQIITAXX		House	House	sink	House_05b	House_05b.Kitchen_Floor	Kitchen_Floor	1256227	9:00PM	Gilbert_house_forensics_BE
2192.H05b.Kitchen.Floor.2642.lane5.NoIndex.L005	Sample 2192.H05b.Kitchen.Floor.2642.lane5.NoIndex.L005 			0	H05b.Kitchen_Floor	True				2012-02-20 00:00:00	GAZ:United States of America	D11	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	5	human		1256227	H05b	H05b.D11.House_05b.Kitchen_Floor	H05b.D11.Kitchen_Floor	H05b.Kitchen_Floor	41.88		-87.63	After	True		0	2	1	0.5	none	ANL	True	True	completed	953	sequenced (16S)	2642	XXQIITAXX		House	House	sink	House_05b	House_05b.Kitchen_Floor	Kitchen_Floor	1256227	8:36PM	Gilbert_house_forensics_BE
2192.H05b.Kitchen.Floor.2666.lane5.NoIndex.L005	Sample 2192.H05b.Kitchen.Floor.2666.lane5.NoIndex.L005 			0	H05b.Kitchen_Floor	True				2012-02-21 00:00:00	GAZ:United States of America	D12	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	5	human		1256227	H05b	H05b.D12.House_05b.Kitchen_Floor	H05b.D12.Kitchen_Floor	H05b.Kitchen_Floor	41.88		-87.63	After	True		0	2	1	0.5	none	ANL	True	True	completed	965	sequenced (16S)	2666	XXQIITAXX		House	House	sink	House_05b	House_05b.Kitchen_Floor	Kitchen_Floor	1256227	10:00PM	Gilbert_house_forensics_BE
2192.H05b.Kitchen.Floor.2690.lane5.NoIndex.L005	Sample 2192.H05b.Kitchen.Floor.2690.lane5.NoIndex.L005 			0	H05b.Kitchen_Floor	True				2012-02-22 00:00:00	GAZ:United States of America	D13	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	5	human		1256227	H05b	H05b.D13.House_05b.Kitchen_Floor	H05b.D13.Kitchen_Floor	H05b.Kitchen_Floor	41.88		-87.63	After	True		0	2	1	0.5	none	ANL	True	True	completed	977	sequenced (16S)	2690	XXQIITAXX		House	House	sink	House_05b	House_05b.Kitchen_Floor	Kitchen_Floor	1256227	9:36PM	Gilbert_house_forensics_BE
2192.H05b.Kitchen.Floor.2714.lane5.NoIndex.L005	Sample 2192.H05b.Kitchen.Floor.2714.lane5.NoIndex.L005 			0	H05b.Kitchen_Floor	True				2012-02-23 00:00:00	GAZ:United States of America	D14	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	5	human		1256227	H05b	H05b.D14.House_05b.Kitchen_Floor	H05b.D14.Kitchen_Floor	H05b.Kitchen_Floor	41.88		-87.63	After	True		0	2	1	0.5	none	ANL	True	True	completed	989	sequenced (16S)	2714	XXQIITAXX		House	House	sink	House_05b	House_05b.Kitchen_Floor	Kitchen_Floor	1256227	12:20PM	Gilbert_house_forensics_BE
2192.H05b.Kitchen.Floor.2738.lane5.NoIndex.L005	Sample 2192.H05b.Kitchen.Floor.2738.lane5.NoIndex.L005 			0	H05b.Kitchen_Floor	True				2012-02-24 00:00:00	GAZ:United States of America	D15	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	5	human		1256227	H05b	H05b.D15.House_05b.Kitchen_Floor	H05b.D15.Kitchen_Floor	H05b.Kitchen_Floor	41.88		-87.63	After	True		0	2	1	0.5	none	ANL	True	True	completed	1001	sequenced (16S)	2738	XXQIITAXX		House	House	sink	House_05b	House_05b.Kitchen_Floor	Kitchen_Floor	1256227	11:45PM	Gilbert_house_forensics_BE
2192.H05b.Kitchen.Floor.2762.lane6.NoIndex.L006	Sample 2192.H05b.Kitchen.Floor.2762.lane6.NoIndex.L006 			0	H05b.Kitchen_Floor	True				2012-02-25 00:00:00	GAZ:United States of America	D16	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	5	human		1256227	H05b	H05b.D16.House_05b.Kitchen_Floor	H05b.D16.Kitchen_Floor	H05b.Kitchen_Floor	41.88		-87.63	After	True		0	2	1	0.5	none	ANL	True	True	completed	1013	sequenced (16S)	2762	XXQIITAXX		House	House	sink	House_05b	House_05b.Kitchen_Floor	Kitchen_Floor	1256227	9:15PM	Gilbert_house_forensics_BE
2192.H05b.Kitchen.Floor.2786.lane6.NoIndex.L006	Sample 2192.H05b.Kitchen.Floor.2786.lane6.NoIndex.L006 			0	H05b.Kitchen_Floor	True				2012-02-26 00:00:00	GAZ:United States of America	D17	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	5	human		1256227	H05b	H05b.D17.House_05b.Kitchen_Floor	H05b.D17.Kitchen_Floor	H05b.Kitchen_Floor	41.88		-87.63	After	True		0	2	1	0.5	none	ANL	True	True	completed	1025	sequenced (16S)	2786	XXQIITAXX		House	House	sink	House_05b	House_05b.Kitchen_Floor	Kitchen_Floor	1256227	9:26PM	Gilbert_house_forensics_BE
2192.H05b.Kitchen.Floor.2810.lane6.NoIndex.L006	Sample 2192.H05b.Kitchen.Floor.2810.lane6.NoIndex.L006 			0	H05b.Kitchen_Floor	True				2012-02-27 00:00:00	GAZ:United States of America	D18	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	5	human		1256227	H05b	H05b.D18.House_05b.Kitchen_Floor	H05b.D18.Kitchen_Floor	H05b.Kitchen_Floor	41.88		-87.63	After	True		0	2	1	0.5	none	ANL	True	True	completed	1037	sequenced (16S)	2810	XXQIITAXX		House	House	sink	House_05b	House_05b.Kitchen_Floor	Kitchen_Floor	1256227	9:04PM	Gilbert_house_forensics_BE
2192.H05b.Kitchen.Floor.2834.lane1.NoIndex.L001	Sample 2192.H05b.Kitchen.Floor.2834.lane1.NoIndex.L001 			0	H05b.Kitchen_Floor	True				2012-02-28 00:00:00	GAZ:United States of America	D19	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	5	human		1256227	H05b	H05b.D19.House_05b.Kitchen_Floor	H05b.D19.Kitchen_Floor	H05b.Kitchen_Floor	41.88		-87.63	After	True		0	2	1	0.5	none	ANL	True	True	completed	1049	sequenced (16S)	2834	XXQIITAXX		House	House	sink	House_05b	House_05b.Kitchen_Floor	Kitchen_Floor	1256227	9:40PM	Gilbert_house_forensics_BE
2192.H05b.Kitchen.Floor.2858.lane1.NoIndex.L001	Sample 2192.H05b.Kitchen.Floor.2858.lane1.NoIndex.L001 			0	H05b.Kitchen_Floor	True				2012-02-29 00:00:00	GAZ:United States of America	D20	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	5	human		1256227	H05b	H05b.D20.House_05b.Kitchen_Floor	H05b.D20.Kitchen_Floor	H05b.Kitchen_Floor	41.88		-87.63	After	True		0	2	1	0.5	none	ANL	True	True	completed	1061	sequenced (16S)	2858	XXQIITAXX		House	House	sink	House_05b	House_05b.Kitchen_Floor	Kitchen_Floor	1256227	8:40PM	Gilbert_house_forensics_BE
2192.H05b.Kitchen.Floor.2882.lane1.NoIndex.L001	Sample 2192.H05b.Kitchen.Floor.2882.lane1.NoIndex.L001 			0	H05b.Kitchen_Floor	True				2012-03-01 00:00:00	GAZ:United States of America	D21	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	5	human		1256227	H05b	H05b.D21.House_05b.Kitchen_Floor	H05b.D21.Kitchen_Floor	H05b.Kitchen_Floor	41.88		-87.63	After	True		0	2	1	0.5	none	ANL	True	True	completed	1073	sequenced (16S)	2882	XXQIITAXX		House	House	sink	House_05b	House_05b.Kitchen_Floor	Kitchen_Floor	1256227	9:45PM	Gilbert_house_forensics_BE
2192.H05b.Kitchen.Floor.2906.lane1.NoIndex.L001	Sample 2192.H05b.Kitchen.Floor.2906.lane1.NoIndex.L001 			0	H05b.Kitchen_Floor	True				2012-03-02 00:00:00	GAZ:United States of America	D22	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	5	human		1256227	H05b	H05b.D22.House_05b.Kitchen_Floor	H05b.D22.Kitchen_Floor	H05b.Kitchen_Floor	41.88		-87.63	After	True		0	2	1	0.5	none	ANL	True	True	completed	1085	sequenced (16S)	2906	XXQIITAXX		House	House	sink	House_05b	House_05b.Kitchen_Floor	Kitchen_Floor	1256227	8:40PM	Gilbert_house_forensics_BE
2192.H05b.Kitchen.Floor.2930.lane1.NoIndex.L001	Sample 2192.H05b.Kitchen.Floor.2930.lane1.NoIndex.L001 			0	H05b.Kitchen_Floor	True				2012-03-03 00:00:00	GAZ:United States of America	D23	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	5	human		1256227	H05b	H05b.D23.House_05b.Kitchen_Floor	H05b.D23.Kitchen_Floor	H05b.Kitchen_Floor	41.88		-87.63	After	True		0	2	1	0.5	none	ANL	True	True	completed	1097	sequenced (16S)	2930	XXQIITAXX		House	House	sink	House_05b	House_05b.Kitchen_Floor	Kitchen_Floor	1256227	8:20PM	Gilbert_house_forensics_BE
2192.H05b.Kitchen.Floor.2954.lane1.NoIndex.L001	Sample 2192.H05b.Kitchen.Floor.2954.lane1.NoIndex.L001 			0	H05b.Kitchen_Floor	True				2012-03-04 00:00:00	GAZ:United States of America	D24	0	True	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	True	5	human		1256227	H05b	H05b.D24.House_05b.Kitchen_Floor	H05b.D24.Kitchen_Floor	H05b.Kitchen_Floor	41.88		-87.63	After	True		0	2	1	0.5	none	ANL	True	True	completed	1109	sequenced (16S)	2954	XXQIITAXX		House	House	sink	House_05b	House_05b.Kitchen_Floor	Kitchen_Floor	1256227	9:40PM	Gilbert_house_forensics_BE
