sample_name	description	source_mt_override	sample_mt_override	age	age_group	altitude	body_habitat	body_product	body_site	collection_timestamp	country	elevation	env_biome	env_feature	env_matter	host_common_name	sex	host_taxid	latitude	longitude
1064.H.CV04	Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV05	Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV06	Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV10	Complete Head			4 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV108	Complete Head				queen	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV11	Complete Head			4 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV12	Complete Head			4 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV209	Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV210	Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV211	Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV212	Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV213	Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV214	Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV233	Complete Head			7 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV234	Complete Head			7 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV235	Complete Head			7 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV236	Complete Head			7 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV237	Complete Head			7 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV238	Complete Head			7 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV239	Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	12/18/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV240	Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	12/18/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV241	Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	6/13/2008 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV242	Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	6/13/2008 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV243	Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	6/13/2008 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV244	Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	6/13/2008 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV25	Complete Head			7 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV26	Complete Head			7 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV263	Complete Head			13 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV264	Complete Head			13 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV265	Complete Head			13 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV266	Complete Head			13 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV267	Complete Head			13 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV268	Complete Head			13 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV27	Complete Head			7 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV281	Complete Head			8 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	6/13/2008 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV282	Complete Head			8 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	6/13/2008 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV283	Complete Head			8 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	6/13/2008 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV284	Complete Head			8 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	6/13/2008 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV285	Complete Head			8 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	6/13/2008 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV286	Complete Head			8 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	6/13/2008 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV287	Complete Head			9 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/16/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV288	Complete Head			9 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/16/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV289	Complete Head			9 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/16/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV290	Complete Head			9 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/16/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV291	Complete Head			9 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/16/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV292	Complete Head			9 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/16/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV293	Complete Head			13 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	6/13/2008 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV294	Complete Head			13 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	6/13/2008 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV295	Complete Head			13 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	10/25/2008 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV296	Complete Head			13 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	10/23/2008 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV297	Complete Head			13 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	10/23/2008 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV298	Complete Head			13 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	10/25/2008 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV299	Complete Head			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/16/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV300	Complete Head			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/16/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV301	Complete Head			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/16/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV302	Complete Head			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV303	Complete Head			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV304	Complete Head			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV305	Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV306	Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV307	Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV308	Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV309	Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV310	Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV311	Complete Head			22 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV312	Complete Head			22 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV313	Complete Head			22 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV314	Complete Head			22 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV315	Complete Head			22 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV316	Complete Head			22 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV317	Complete Head				queen	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	12/16/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV318	Complete Head			4 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV319	Complete Head			4 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV320	Complete Head			4 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV321	Complete Head			4 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV322	Complete Head			4 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV323	Complete Head			4 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV324	Complete Head			27 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV325	Complete Head			27 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV326	Complete Head			27 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV327	Complete Head			27 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV328	Complete Head			27 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV329	Complete Head			27 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV330	Complete Head			26 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV331	Complete Head			26 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV332	Complete Head			26 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV333	Complete Head			26 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV334	Complete Head			26 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV335	Complete Head			26 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV336	Complete Head			10 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV337	Complete Head			10 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV338	Complete Head			10 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV339	Complete Head			10 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV340	Complete Head			10 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV341	Complete Head			10 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV342	Complete Head			24 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV343	Complete Head			24 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV344	Complete Head			24 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV345	Complete Head			24 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV346	Complete Head			24 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV43	Complete Head			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV44	Complete Head			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV45	Complete Head			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV46	Complete Head			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV47	Complete Head			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV48	Complete Head			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV72	Complete Head			21 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
