sample_name	description	source_mt_override	sample_mt_override	age	age_group	altitude	body_habitat	body_product	body_site	collection_timestamp	country	elevation	env_biome	env_feature	env_matter	host_common_name	sex	host_taxid	latitude	longitude
1064.G.CV303	Whole intestine tissue, with food content.			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV304	Whole intestine tissue, with food content.			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV305	Whole intestine tissue, with food content.			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV306	Whole intestine tissue, with food content.			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV307	Whole intestine tissue, with food content.			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV308	Whole intestine tissue, with food content.			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV309	Whole intestine tissue, with food content.			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV310	Whole intestine tissue, with food content.			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV311	Whole intestine tissue, with food content.			22 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV312	Whole intestine tissue, with food content.			22 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV313	Whole intestine tissue, with food content.			22 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV314	Whole intestine tissue, with food content.			22 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV315	Whole intestine tissue, with food content.			22 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV316	Whole intestine tissue, with food content.			22 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV317	Whole intestine tissue, with food content.				queen	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	12/16/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV318	Whole intestine tissue, with food content.			4 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV319	Whole intestine tissue, with food content.			4 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV320	Whole intestine tissue, with food content.			4 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV321	Whole intestine tissue, with food content.			4 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV322	Whole intestine tissue, with food content.			4 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV323	Whole intestine tissue, with food content.			4 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV324	Whole intestine tissue, with food content.			27 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV325	Whole intestine tissue, with food content.			27 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV326	Whole intestine tissue, with food content.			27 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV327	Whole intestine tissue, with food content.			27 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV328	Whole intestine tissue, with food content.			27 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV329	Whole intestine tissue, with food content.			27 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV330	Whole intestine tissue, with food content.			26 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV331	Whole intestine tissue, with food content.			26 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV332	Whole intestine tissue, with food content.			26 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV333	Whole intestine tissue, with food content.			26 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV334	Whole intestine tissue, with food content.			26 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV335	Whole intestine tissue, with food content.			26 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV336	Whole intestine tissue, with food content.			10 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV337	Whole intestine tissue, with food content.			10 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV338	Whole intestine tissue, with food content.			10 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV339	Whole intestine tissue, with food content.			10 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV340	Whole intestine tissue, with food content.			10 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV341	Whole intestine tissue, with food content.			10 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV342	Whole intestine tissue, with food content.			24 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV343	Whole intestine tissue, with food content.			24 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV344	Whole intestine tissue, with food content.			24 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV345	Whole intestine tissue, with food content.			24 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV346	Whole intestine tissue, with food content.			24 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV43	Whole intestine tissue, with food content.			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV44	Whole intestine tissue, with food content.			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV45	Whole intestine tissue, with food content.			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV46	Whole intestine tissue, with food content.			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV47	Whole intestine tissue, with food content.			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV48	Whole intestine tissue, with food content.			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV72	Whole intestine tissue, with food content.			21 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV73	Whole intestine tissue, with food content.			21 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV74	Whole intestine tissue, with food content.			21 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV75	Whole intestine tissue, with food content.			21 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV76	Whole intestine tissue, with food content.			21 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV77	Whole intestine tissue, with food content.			21 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.CV90	Whole intestine tissue, with food content.				drone	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	male	7460	18.22	-65.99
1064.G.CV91	Whole intestine tissue, with food content.				drone	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	male	7460	18.22	-65.99
1064.G.CV92	Whole intestine tissue, with food content.				drone	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	male	7460	18.22	-65.99
1064.G.CV93	Whole intestine tissue, with food content.				drone	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	male	7460	18.22	-65.99
1064.G.CV94	Whole intestine tissue, with food content.				drone	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	male	7460	18.22	-65.99
1064.G.CV95	Whole intestine tissue, with food content.				drone	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	male	7460	18.22	-65.99
1064.G.GVR165	Whole intestine tissue, with food content.			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.GVR166	Whole intestine tissue, with food content.			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.GVR167	Whole intestine tissue, with food content.			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.GVR168	Whole intestine tissue, with food content.			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.GVR169	Whole intestine tissue, with food content.			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.G.GVR170	Whole intestine tissue, with food content.			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CJV171	Complete Head				drone	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	10/25/2008 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	male	7460	18.22	-65.99
1064.H.CJV172	Complete Head				drone	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	10/24/2008 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	male	7460	18.22	-65.99
1064.H.CJV173	Complete Head				drone	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	10/24/2008 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	male	7460	18.22	-65.99
1064.H.CJV174	Complete Head				drone	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	10/24/2008 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	male	7460	18.22	-65.99
1064.H.CJV175	Complete Head				drone	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	male	7460	18.22	-65.99
1064.H.CJV176	Complete Head				drone	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	male	7460	18.22	-65.99
1064.H.CJV189	Complete Head			5 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CJV190	Complete Head			5 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/11/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CJV191	Complete Head			5 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CJV192	Complete Head			5 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CJV193	Complete Head			5 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CJV194	Complete Head			5 days	nurse	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CJV195	Complete Head			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CJV196	Complete Head			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CJV197	Complete Head			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CJV198	Complete Head			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CJV199	Complete Head			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CJV200	Complete Head			12 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CJV201	Complete Head			21 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CJV202	Complete Head			21 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CJV203	Complete Head			21 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CJV204	Complete Head			21 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CJV205	Complete Head			21 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CJV206	Complete Head			21 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/12/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CJV207	Complete Head				queen	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	10/23/2008 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CJV227	Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/16/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CJV228	Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/16/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CJV229	Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/16/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CJV230	Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/16/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CJV231	Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/16/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CJV232	Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	7/16/2011 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV01	Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV02	Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
1064.H.CV03	Complete Head			1 days	worker	0	UBERON:multi-cellular organism	UBERON:tissue	UBERON:head	1/1/2050 0:00	GAZ:Puerto Rico	43.1	ENVO:village biome	insecta-associated habitat	ENVO:organic material	honey bee	female	7460	18.22	-65.99
