sample_name	description			host_age	role	altitude	anonymized_name	assigned_from_geo	body_habitat	body_product	body_site	collection_timestamp	colony_tetracycline	common_name	country	depth	dna_extracted	elevation	env_biome	env_feature	env_matter	host_common_name	host_scientific_name	host_subject_id	host_taxid	larval_tetracycline	latitude	longitude	physical_specimen_location	physical_specimen_remaining	public	required_sample_info_status	sample_name_in_tube	sample_type	sex	taxon_id	title	village
1064.G.CV313	Sample 1064.G.CV313 : Whole intestine tissue, with food content.			22 days	worker	0	G.CV313	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV313	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	132	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV314	Sample 1064.G.CV314 : Whole intestine tissue, with food content.			22 days	worker	0	G.CV314	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV314	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	134	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV315	Sample 1064.G.CV315 : Whole intestine tissue, with food content.			22 days	worker	0	G.CV315	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV315	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	136	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV316	Sample 1064.G.CV316 : Whole intestine tissue, with food content.			22 days	worker	0	G.CV316	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV316	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	138	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV317	Sample 1064.G.CV317 : Whole intestine tissue, with food content.				queen	0	G.CV317	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-12-16 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV317	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	78	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV318	Sample 1064.G.CV318 : Whole intestine tissue, with food content.			4 days	nurse	0	G.CV318	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV318	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	359	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV319	Sample 1064.G.CV319 : Whole intestine tissue, with food content.			4 days	nurse	0	G.CV319	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV319	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	361	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV320	Sample 1064.G.CV320 : Whole intestine tissue, with food content.			4 days	nurse	0	G.CV320	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV320	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	363	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV321	Sample 1064.G.CV321 : Whole intestine tissue, with food content.			4 days	nurse	0	G.CV321	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV321	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	365	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV322	Sample 1064.G.CV322 : Whole intestine tissue, with food content.			4 days	nurse	0	G.CV322	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV322	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	367	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV323	Sample 1064.G.CV323 : Whole intestine tissue, with food content.			4 days	nurse	0	G.CV323	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV323	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	369	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV324	Sample 1064.G.CV324 : Whole intestine tissue, with food content.			27 days	worker	0	G.CV324	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV324	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	323	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV325	Sample 1064.G.CV325 : Whole intestine tissue, with food content.			27 days	worker	0	G.CV325	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV325	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	325	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV326	Sample 1064.G.CV326 : Whole intestine tissue, with food content.			27 days	worker	0	G.CV326	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV326	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	327	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV327	Sample 1064.G.CV327 : Whole intestine tissue, with food content.			27 days	worker	0	G.CV327	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV327	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	329	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV328	Sample 1064.G.CV328 : Whole intestine tissue, with food content.			27 days	worker	0	G.CV328	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV328	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	331	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV329	Sample 1064.G.CV329 : Whole intestine tissue, with food content.			27 days	worker	0	G.CV329	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV329	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	333	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV330	Sample 1064.G.CV330 : Whole intestine tissue, with food content.			26 days	worker	0	G.CV330	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV330	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	263	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV331	Sample 1064.G.CV331 : Whole intestine tissue, with food content.			26 days	worker	0	G.CV331	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV331	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	265	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV332	Sample 1064.G.CV332 : Whole intestine tissue, with food content.			26 days	worker	0	G.CV332	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV332	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	267	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV333	Sample 1064.G.CV333 : Whole intestine tissue, with food content.			26 days	worker	0	G.CV333	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV333	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	269	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV334	Sample 1064.G.CV334 : Whole intestine tissue, with food content.			26 days	worker	0	G.CV334	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV334	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	271	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV335	Sample 1064.G.CV335 : Whole intestine tissue, with food content.			26 days	worker	0	G.CV335	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV335	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	273	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV336	Sample 1064.G.CV336 : Whole intestine tissue, with food content.			10 days	worker	0	G.CV336	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV336	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	371	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV337	Sample 1064.G.CV337 : Whole intestine tissue, with food content.			10 days	worker	0	G.CV337	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV337	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	373	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV338	Sample 1064.G.CV338 : Whole intestine tissue, with food content.			10 days	worker	0	G.CV338	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV338	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	375	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV339	Sample 1064.G.CV339 : Whole intestine tissue, with food content.			10 days	worker	0	G.CV339	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV339	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	377	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV340	Sample 1064.G.CV340 : Whole intestine tissue, with food content.			10 days	worker	0	G.CV340	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV340	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	379	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV341	Sample 1064.G.CV341 : Whole intestine tissue, with food content.			10 days	worker	0	G.CV341	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV341	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	381	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV342	Sample 1064.G.CV342 : Whole intestine tissue, with food content.			24 days	worker	0	G.CV342	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV342	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	383	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV343	Sample 1064.G.CV343 : Whole intestine tissue, with food content.			24 days	worker	0	G.CV343	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV343	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	385	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV344	Sample 1064.G.CV344 : Whole intestine tissue, with food content.			24 days	worker	0	G.CV344	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV344	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	387	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV345	Sample 1064.G.CV345 : Whole intestine tissue, with food content.			24 days	worker	0	G.CV345	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV345	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	389	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV346	Sample 1064.G.CV346 : Whole intestine tissue, with food content.			24 days	worker	0	G.CV346	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV346	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	391	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV43	Sample 1064.G.CV43 : Whole intestine tissue, with food content.			12 days	worker	0	G.CV43	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV43	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	54	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV44	Sample 1064.G.CV44 : Whole intestine tissue, with food content.			12 days	worker	0	G.CV44	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV44	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	56	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV45	Sample 1064.G.CV45 : Whole intestine tissue, with food content.			12 days	worker	0	G.CV45	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV45	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	58	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV46	Sample 1064.G.CV46 : Whole intestine tissue, with food content.			12 days	worker	0	G.CV46	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV46	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	60	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV47	Sample 1064.G.CV47 : Whole intestine tissue, with food content.			12 days	worker	0	G.CV47	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV47	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	62	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV48	Sample 1064.G.CV48 : Whole intestine tissue, with food content.			12 days	worker	0	G.CV48	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV48	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	64	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV72	Sample 1064.G.CV72 : Whole intestine tissue, with food content.			21 days	worker	0	G.CV72	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV72	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	66	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV73	Sample 1064.G.CV73 : Whole intestine tissue, with food content.			21 days	worker	0	G.CV73	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV73	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	68	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV74	Sample 1064.G.CV74 : Whole intestine tissue, with food content.			21 days	worker	0	G.CV74	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV74	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	70	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV75	Sample 1064.G.CV75 : Whole intestine tissue, with food content.			21 days	worker	0	G.CV75	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV75	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	72	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV76	Sample 1064.G.CV76 : Whole intestine tissue, with food content.			21 days	worker	0	G.CV76	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV76	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	74	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV77	Sample 1064.G.CV77 : Whole intestine tissue, with food content.			21 days	worker	0	G.CV77	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV77	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	76	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV90	Sample 1064.G.CV90 : Whole intestine tissue, with food content.				drone	0	G.CV90	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV90	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	18	XXQIITAXX	male	749906	Bee_Microbiome	Gurabo
1064.G.CV91	Sample 1064.G.CV91 : Whole intestine tissue, with food content.				drone	0	G.CV91	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV91	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	20	XXQIITAXX	male	749906	Bee_Microbiome	Gurabo
1064.G.CV92	Sample 1064.G.CV92 : Whole intestine tissue, with food content.				drone	0	G.CV92	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV92	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	22	XXQIITAXX	male	749906	Bee_Microbiome	Gurabo
1064.G.CV93	Sample 1064.G.CV93 : Whole intestine tissue, with food content.				drone	0	G.CV93	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV93	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	24	XXQIITAXX	male	749906	Bee_Microbiome	Gurabo
1064.G.CV94	Sample 1064.G.CV94 : Whole intestine tissue, with food content.				drone	0	G.CV94	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV94	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	26	XXQIITAXX	male	749906	Bee_Microbiome	Gurabo
1064.G.CV95	Sample 1064.G.CV95 : Whole intestine tissue, with food content.				drone	0	G.CV95	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV95	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	28	XXQIITAXX	male	749906	Bee_Microbiome	Gurabo
1064.G.GVR165	Sample 1064.G.GVR165 : Whole intestine tissue, with food content.			1 days	worker	0	G.GVR165	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G.GVR165	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	167	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.GVR166	Sample 1064.G.GVR166 : Whole intestine tissue, with food content.			1 days	worker	0	G.GVR166	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G.GVR166	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	169	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.GVR167	Sample 1064.G.GVR167 : Whole intestine tissue, with food content.			1 days	worker	0	G.GVR167	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G.GVR167	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	171	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.GVR168	Sample 1064.G.GVR168 : Whole intestine tissue, with food content.			1 days	worker	0	G.GVR168	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G.GVR168	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	173	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
