sample_name	description			host_age	role	altitude	anonymized_name	assigned_from_geo	body_habitat	body_product	body_site	collection_timestamp	colony_tetracycline	common_name	country	depth	dna_extracted	elevation	env_biome	env_feature	env_matter	host_common_name	host_scientific_name	host_subject_id	host_taxid	larval_tetracycline	latitude	longitude	physical_specimen_location	physical_specimen_remaining	public	required_sample_info_status	sample_name_in_tube	sample_type	sex	taxon_id	title	village
1064.G.CV212	Sample 1064.G.CV212 : Whole intestine tissue, with food content.			1 days	worker	0	G.CV212	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV212	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	293	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV213	Sample 1064.G.CV213 : Whole intestine tissue, with food content.			1 days	worker	0	G.CV213	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV213	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	295	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV214	Sample 1064.G.CV214 : Whole intestine tissue, with food content.			1 days	worker	0	G.CV214	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV214	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	297	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV233	Sample 1064.G.CV233 : Whole intestine tissue, with food content.			7 days	nurse	0	G.CV233	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV233	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	299	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV234	Sample 1064.G.CV234 : Whole intestine tissue, with food content.			7 days	nurse	0	G.CV234	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV234	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	301	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV235	Sample 1064.G.CV235 : Whole intestine tissue, with food content.			7 days	nurse	0	G.CV235	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV235	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	303	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV236	Sample 1064.G.CV236 : Whole intestine tissue, with food content.			7 days	nurse	0	G.CV236	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV236	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	305	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV237	Sample 1064.G.CV237 : Whole intestine tissue, with food content.			7 days	nurse	0	G.CV237	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV237	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	307	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV238	Sample 1064.G.CV238 : Whole intestine tissue, with food content.			7 days	nurse	0	G.CV238	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV238	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	309	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV239	Sample 1064.G.CV239 : Whole intestine tissue, with food content.			1 days	worker	0	G.CV239	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-12-18 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV239	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	92	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV240	Sample 1064.G.CV240 : Whole intestine tissue, with food content.			1 days	worker	0	G.CV240	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-12-18 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV240	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	94	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV241	Sample 1064.G.CV241 : Whole intestine tissue, with food content.			1 days	worker	0	G.CV241	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-12-18 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV241	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	96	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV242	Sample 1064.G.CV242 : Whole intestine tissue, with food content.			1 days	worker	0	G.CV242	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2008-06-13 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV242	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	98	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV243	Sample 1064.G.CV243 : Whole intestine tissue, with food content.			1 days	worker	0	G.CV243	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2008-06-13 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV243	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	100	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV244	Sample 1064.G.CV244 : Whole intestine tissue, with food content.			1 days	worker	0	G.CV244	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2008-06-13 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV244	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	102	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV25	Sample 1064.G.CV25 : Whole intestine tissue, with food content.			7 days	nurse	0	G.CV25	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV25	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	48	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV26	Sample 1064.G.CV26 : Whole intestine tissue, with food content.			7 days	nurse	0	G.CV26	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV26	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	50	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV263	Sample 1064.G.CV263 : Whole intestine tissue, with food content.			13 days	worker	0	G.CV263	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV263	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	311	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV264	Sample 1064.G.CV264 : Whole intestine tissue, with food content.			13 days	worker	0	G.CV264	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV264	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	313	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV265	Sample 1064.G.CV265 : Whole intestine tissue, with food content.			13 days	worker	0	G.CV265	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV265	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	315	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV266	Sample 1064.G.CV266 : Whole intestine tissue, with food content.			13 days	worker	0	G.CV266	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV266	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	317	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV267	Sample 1064.G.CV267 : Whole intestine tissue, with food content.			13 days	worker	0	G.CV267	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV267	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	319	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV268	Sample 1064.G.CV268 : Whole intestine tissue, with food content.			13 days	worker	0	G.CV268	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV268	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	321	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV27	Sample 1064.G.CV27 : Whole intestine tissue, with food content.			7 days	nurse	0	G.CV27	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV27	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	52	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV281	Sample 1064.G.CV281 : Whole intestine tissue, with food content.			8 days	nurse	0	G.CV281	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2008-06-13 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV281	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	104	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV282	Sample 1064.G.CV282 : Whole intestine tissue, with food content.			8 days	nurse	0	G.CV282	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2008-06-13 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV282	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	106	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV283	Sample 1064.G.CV283 : Whole intestine tissue, with food content.			8 days	nurse	0	G.CV283	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2008-06-13 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV283	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	108	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV284	Sample 1064.G.CV284 : Whole intestine tissue, with food content.			8 days	nurse	0	G.CV284	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2008-06-13 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV284	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	110	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV285	Sample 1064.G.CV285 : Whole intestine tissue, with food content.			8 days	nurse	0	G.CV285	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2008-06-13 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV285	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	112	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV286	Sample 1064.G.CV286 : Whole intestine tissue, with food content.			8 days	nurse	0	G.CV286	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2008-06-13 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV286	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	114	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV287	Sample 1064.G.CV287 : Whole intestine tissue, with food content.			9 days	nurse	0	G.CV287	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-16 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV287	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	239	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV288	Sample 1064.G.CV288 : Whole intestine tissue, with food content.			9 days	nurse	0	G.CV288	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-16 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV288	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	241	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV289	Sample 1064.G.CV289 : Whole intestine tissue, with food content.			9 days	nurse	0	G.CV289	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-16 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV289	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	243	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV290	Sample 1064.G.CV290 : Whole intestine tissue, with food content.			9 days	nurse	0	G.CV290	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-16 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV290	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	245	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV291	Sample 1064.G.CV291 : Whole intestine tissue, with food content.			9 days	nurse	0	G.CV291	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-16 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV291	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	247	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV292	Sample 1064.G.CV292 : Whole intestine tissue, with food content.			9 days	nurse	0	G.CV292	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-16 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV292	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	249	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV293	Sample 1064.G.CV293 : Whole intestine tissue, with food content.			13 days	worker	0	G.CV293	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2008-06-13 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV293	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	116	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV294	Sample 1064.G.CV294 : Whole intestine tissue, with food content.			13 days	worker	0	G.CV294	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2008-06-13 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV294	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	118	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV295	Sample 1064.G.CV295 : Whole intestine tissue, with food content.			13 days	worker	0	G.CV295	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2008-10-25 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV295	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	120	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV296	Sample 1064.G.CV296 : Whole intestine tissue, with food content.			13 days	worker	0	G.CV296	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2008-10-23 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV296	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	122	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV297	Sample 1064.G.CV297 : Whole intestine tissue, with food content.			13 days	worker	0	G.CV297	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2008-10-24 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV297	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	124	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV298	Sample 1064.G.CV298 : Whole intestine tissue, with food content.			13 days	worker	0	G.CV298	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2008-10-23 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV298	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	126	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV299	Sample 1064.G.CV299 : Whole intestine tissue, with food content.			12 days	worker	0	G.CV299	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-16 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV299	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	251	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV300	Sample 1064.G.CV300 : Whole intestine tissue, with food content.			12 days	worker	0	G.CV300	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-16 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV300	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	253	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV301	Sample 1064.G.CV301 : Whole intestine tissue, with food content.			12 days	worker	0	G.CV301	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV301	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	255	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV302	Sample 1064.G.CV302 : Whole intestine tissue, with food content.			12 days	worker	0	G.CV302	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV302	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	257	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV303	Sample 1064.G.CV303 : Whole intestine tissue, with food content.			12 days	worker	0	G.CV303	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV303	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	259	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV304	Sample 1064.G.CV304 : Whole intestine tissue, with food content.			12 days	worker	0	G.CV304	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV304	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	261	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV305	Sample 1064.G.CV305 : Whole intestine tissue, with food content.			1 days	worker	0	G.CV305	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV305	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	347	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV306	Sample 1064.G.CV306 : Whole intestine tissue, with food content.			1 days	worker	0	G.CV306	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV306	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	349	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV307	Sample 1064.G.CV307 : Whole intestine tissue, with food content.			1 days	worker	0	G.CV307	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV307	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	351	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV308	Sample 1064.G.CV308 : Whole intestine tissue, with food content.			1 days	worker	0	G.CV308	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV308	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	353	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV309	Sample 1064.G.CV309 : Whole intestine tissue, with food content.			1 days	worker	0	G.CV309	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV309	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	355	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV310	Sample 1064.G.CV310 : Whole intestine tissue, with food content.			1 days	worker	0	G.CV310	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12 00:00:00	False	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV310	7460	False	18.22	-65.99	XXQIITAXX	True	True	completed	357	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV311	Sample 1064.G.CV311 : Whole intestine tissue, with food content.			22 days	worker	0	G.CV311	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV311	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	128	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
1064.G.CV312	Sample 1064.G.CV312 : Whole intestine tissue, with food content.			22 days	worker	0	G.CV312	True	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2050-01-01 00:00:00	True	gut metagenome	GAZ:Puerto Rico	0	True	43.1	ENVO:village biome	ENVO:insecta-associated habitat	ENVO:organic material	honey bee	Apis mellifera	G-CV312	7460	True	18.22	-65.99	XXQIITAXX	True	True	completed	130	XXQIITAXX	female	749906	Bee_Microbiome	Gurabo
